"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK","Jun.21","18.0","FA für Neurochirurgie","932.0","283.0","1215.0"
"ÖGK","Jun.21","19.0","FA für Neurologie","4007.0","1246.0","5253.0"
"ÖGK","Jun.21","20.0","FA für Psychiatrie","4168.0","2256.0","6424.0"
"ÖGK","Jun.21","21.0","FA für Plastische Chirurgie","368.0","182.0","550.0"
"ÖGK","Jun.21","22.0","FA für Kinderchirurgie","93.0","161.0","254.0"
"ÖGK","Jun.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","412.0","66.0","478.0"
"ÖGK","Jun.21","24.0","FA für Nuklearmedizin","651.0","319.0","970.0"
"ÖGK","Jun.21","26.0","FA für Strahlentherapie - Radioonkologie","20.0","6.0","26.0"
"ÖGK","Jun.21","29.0","FA für Immunologie","3.0","9.0","12.0"
"ÖGK","Jun.21","32.0","FA für Kinder- und Jugendpsychiatrie","387.0","184.0","571.0"
"ÖGK","Jun.21","34.0","FA für medizinische Biologie","","",""
"ÖGK","Jun.21","50.0","FA für medizinische und chemische Labordiagnostik","177.0","154.0","331.0"
"ÖGK","Jun.21","53.0","FA für Pathologie und Histologie","24.0","16.0","40.0"
"ÖGK","Jun.21","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25.0","17.0","42.0"
"ÖGK","Jun.21","","Gesamt","228264.0","100010.0","328274.0"
"ÖGK","Jul.21","5.0","FA für Haut- und Geschlechtskrankheiten","20789.0","9167.0","29956.0"
"ÖGK","Jul.21","6.0","FA für Frauenheilkunde und Geburtshilfe","40184.0","16083.0","56267.0"
"ÖGK","Jul.21","7.0","FA für Innere Medizin","24273.0","6938.0","31211.0"
"ÖGK","Jul.21","8.0","FA für Kinder- und Jugendheilkunde","11451.0","12283.0","23734.0"
"ÖGK","Jul.21","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","4652.0","2252.0","6904.0"
"ÖGK","Jul.21","10.0","FA für Lungenkrankheiten","854.0","637.0","1491.0"
"ÖGK","Jul.21","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","4511.0","2069.0","6580.0"
"ÖGK","Jul.21","12.0","FA für Orthopädie und orthopädische Chirurgie","14888.0","5806.0","20694.0"
"ÖGK","Jul.21","13.0","FA für Physikalische Medizin","482.0","383.0","865.0"
"ÖGK","Jul.21","14.0","FA für Radiologie","1295.0","626.0","1921.0"
"ÖGK","Jul.21","15.0","FA für Unfallchirurgie","4058.0","1897.0","5955.0"
"ÖGK","Jul.21","16.0","FA für Urologie","5807.0","1696.0","7503.0"
"ÖGK","Jul.21","18.0","FA für Neurochirurgie","825.0","240.0","1065.0"
"ÖGK","Jul.21","19.0","FA für Neurologie","3850.0","1364.0","5214.0"
"ÖGK","Jul.21","20.0","FA für Psychiatrie","4090.0","2563.0","6653.0"
"ÖGK","Jul.21","21.0","FA für Plastische Chirurgie","329.0","207.0","536.0"
"ÖGK","Jul.21","22.0","FA für Kinderchirurgie","62.0","141.0","203.0"
"ÖGK","Jul.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","505.0","99.0","604.0"
"ÖGK","Jul.21","24.0","FA für Nuklearmedizin","682.0","345.0","1027.0"
"ÖGK","Jul.21","26.0","FA für Strahlentherapie - Radioonkologie","17.0","4.0","21.0"
"ÖGK","Jul.21","29.0","FA für Immunologie","9.0","6.0","15.0"
"ÖGK","Jul.21","32.0","FA für Kinder- und Jugendpsychiatrie","371.0","265.0","636.0"
"ÖGK","Jul.21","34.0","FA für medizinische Biologie","","",""
"ÖGK","Jul.21","50.0","FA für medizinische und chemische Labordiagnostik","108.0","141.0","249.0"
"ÖGK","Jul.21","53.0","FA für Pathologie und Histologie","39.0","24.0","63.0"
"ÖGK","Jul.21","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25.0","10.0","35.0"
"ÖGK","Jul.21","","Gesamt","219234.0","102033.0","321267.0"
"ÖGK","Aug.21","5.0","FA für Haut- und Geschlechtskrankheiten","18345.0","8682.0","27027.0"
"ÖGK","Aug.21","6.0","FA für Frauenheilkunde und Geburtshilfe","31256.0","16588.0","47844.0"
"ÖGK","Aug.21","7.0","FA für Innere Medizin","17990.0","6339.0","24329.0"
"ÖGK","Aug.21","8.0","FA für Kinder- und Jugendheilkunde","9363.0","11937.0","21300.0"
"ÖGK","Aug.21","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","3969.0","2460.0","6429.0"
"ÖGK","Aug.21","10.0","FA für Lungenkrankheiten","641.0","680.0","1321.0"
"ÖGK","Aug.21","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","3553.0","2283.0","5836.0"
"ÖGK","Aug.21","12.0","FA für Orthopädie und orthopädische Chirurgie","12895.0","5837.0","18732.0"
"ÖGK","Aug.21","13.0","FA für Physikalische Medizin","510.0","383.0","893.0"
"ÖGK","Aug.21","14.0","FA für Radiologie","1202.0","638.0","1840.0"
"ÖGK","Aug.21","15.0","FA für Unfallchirurgie","3306.0","1995.0","5301.0"
"ÖGK","Aug.21","16.0","FA für Urologie","4262.0","1732.0","5994.0"
"ÖGK","Aug.21","18.0","FA für Neurochirurgie","762.0","306.0","1068.0"
"ÖGK","Aug.21","19.0","FA für Neurologie","2977.0","1474.0","4451.0"
"ÖGK","Aug.21","20.0","FA für Psychiatrie","3472.0","2805.0","6277.0"
"ÖGK","Aug.21","21.0","FA für Plastische Chirurgie","251.0","184.0","435.0"
"ÖGK","Aug.21","22.0","FA für Kinderchirurgie","43.0","137.0","180.0"
"ÖGK","Aug.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","334.0","121.0","455.0"
"ÖGK","Aug.21","24.0","FA für Nuklearmedizin","499.0","346.0","845.0"
"ÖGK","Aug.21","26.0","FA für Strahlentherapie - Radioonkologie","11.0","6.0","17.0"
"ÖGK","Aug.21","29.0","FA für Immunologie","4.0","10.0","14.0"
"ÖGK","Aug.21","32.0","FA für Kinder- und Jugendpsychiatrie","298.0","223.0","521.0"
"ÖGK","Aug.21","34.0","FA für medizinische Biologie","","",""
"ÖGK","Aug.21","50.0","FA für medizinische und chemische Labordiagnostik","98.0","151.0","249.0"
"ÖGK","Aug.21","53.0","FA für Pathologie und Histologie","16.0","17.0","33.0"
"ÖGK","Aug.21","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","16.0","12.0","28.0"
"ÖGK","Aug.21","","Gesamt","177685.0","100045.0","277730.0"
"ÖGK","Sep.21","5.0","FA für Haut- und Geschlechtskrankheiten","17696.0","8611.0","26307.0"
"ÖGK","Sep.21","6.0","FA für Frauenheilkunde und Geburtshilfe","35385.0","17229.0","52614.0"
"ÖGK","Sep.21","7.0","FA für Innere Medizin","19401.0","6721.0","26122.0"
"ÖGK","Sep.21","8.0","FA für Kinder- und Jugendheilkunde","9898.0","11940.0","21838.0"
"ÖGK","Sep.21","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","4267.0","2572.0","6839.0"
"ÖGK","Sep.21","10.0","FA für Lungenkrankheiten","665.0","706.0","1371.0"
"ÖGK","Sep.21","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","5375.0","1902.0","7277.0"
"ÖGK","Sep.21","12.0","FA für Orthopädie und orthopädische Chirurgie","13287.0","5740.0","19027.0"
"ÖGK","Sep.21","13.0","FA für Physikalische Medizin","520.0","373.0","893.0"
"ÖGK","Sep.21","14.0","FA für Radiologie","1276.0","692.0","1968.0"
"ÖGK","Sep.21","15.0","FA für Unfallchirurgie","3572.0","1993.0","5565.0"
"ÖGK","Sep.21","16.0","FA für Urologie","5189.0","1721.0","6910.0"
"ÖGK","Sep.21","18.0","FA für Neurochirurgie","807.0","328.0","1135.0"
"ÖGK","Sep.21","19.0","FA für Neurologie","4348.0","1499.0","5847.0"
"ÖGK","Sep.21","20.0","FA für Psychiatrie","4659.0","2750.0","7409.0"
"ÖGK","Sep.21","21.0","FA für Plastische Chirurgie","257.0","176.0","433.0"
"ÖGK","Sep.21","22.0","FA für Kinderchirurgie","47.0","139.0","186.0"
"ÖGK","Sep.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","330.0","100.0","430.0"
"ÖGK","Sep.21","24.0","FA für Nuklearmedizin","573.0","382.0","955.0"
"ÖGK","Sep.21","26.0","FA für Strahlentherapie - Radioonkologie","11.0","3.0","14.0"
"ÖGK","Sep.21","29.0","FA für Immunologie","4.0","10.0","14.0"
"ÖGK","Sep.21","32.0","FA für Kinder- und Jugendpsychiatrie","389.0","167.0","556.0"
"ÖGK","Sep.21","34.0","FA für medizinische Biologie","","",""
"ÖGK","Sep.21","50.0","FA für medizinische und chemische Labordiagnostik","108.0","114.0","222.0"
"ÖGK","Sep.21","53.0","FA für Pathologie und Histologie","15.0","17.0","32.0"
"ÖGK","Sep.21","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25.0","15.0","40.0"
"ÖGK","Sep.21","","Gesamt","196192.0","103169.0","299361.0"
"ÖGK","Okt.21","5.0","FA für Haut- und Geschlechtskrankheiten","17979.0","9458.0","27437.0"
"ÖGK","Okt.21","6.0","FA für Frauenheilkunde und Geburtshilfe","39138.0","18318.0","57456.0"
"ÖGK","Okt.21","7.0","FA für Innere Medizin","20021.0","7581.0","27602.0"
"ÖGK","Okt.21","8.0","FA für Kinder- und Jugendheilkunde","10199.0","13744.0","23943.0"
"ÖGK","Okt.21","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","4623.0","2777.0","7400.0"
"ÖGK","Okt.21","10.0","FA für Lungenkrankheiten","711.0","754.0","1465.0"
"ÖGK","Okt.21","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","3746.0","2378.0","6124.0"
"ÖGK","Okt.21","12.0","FA für Orthopädie und orthopädische Chirurgie","14276.0","6374.0","20650.0"
"ÖGK","Okt.21","13.0","FA für Physikalische Medizin","419.0","508.0","927.0"
"ÖGK","Okt.21","14.0","FA für Radiologie","1570.0","657.0","2227.0"
"ÖGK","Okt.21","15.0","FA für Unfallchirurgie","4061.0","2099.0","6160.0"
"ÖGK","Okt.21","16.0","FA für Urologie","5142.0","1885.0","7027.0"
"ÖGK","Okt.21","18.0","FA für Neurochirurgie","800.0","269.0","1069.0"
"ÖGK","Okt.21","19.0","FA für Neurologie","8913.0","1762.0","10675.0"
"ÖGK","Okt.21","20.0","FA für Psychiatrie","4124.0","3373.0","7497.0"
"ÖGK","Okt.21","21.0","FA für Plastische Chirurgie","238.0","192.0","430.0"
"ÖGK","Okt.21","22.0","FA für Kinderchirurgie","41.0","130.0","171.0"
"ÖGK","Okt.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","360.0","154.0","514.0"
"ÖGK","Okt.21","24.0","FA für Nuklearmedizin","638.0","319.0","957.0"
"ÖGK","Okt.21","26.0","FA für Strahlentherapie - Radioonkologie","14.0","6.0","20.0"
"ÖGK","Okt.21","29.0","FA für Immunologie","10.0","15.0","25.0"
"ÖGK","Okt.21","32.0","FA für Kinder- und Jugendpsychiatrie","506.0","251.0","757.0"
"ÖGK","Okt.21","34.0","FA für medizinische Biologie","","",""
"ÖGK","Okt.21","50.0","FA für medizinische und chemische Labordiagnostik","95.0","157.0","252.0"
"ÖGK","Okt.21","53.0","FA für Pathologie und Histologie","14.0","23.0","37.0"
"ÖGK","Okt.21","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","16.0","16.0","32.0"
"ÖGK","Okt.21","","Gesamt","207281.0","115004.0","322285.0"
"ÖGK","Nov.21","5.0","FA für Haut- und Geschlechtskrankheiten","17916.0","10687.0","28603.0"
"ÖGK","Nov.21","6.0","FA für Frauenheilkunde und Geburtshilfe","37299.0","20111.0","57410.0"
"ÖGK","Nov.21","7.0","FA für Innere Medizin","21358.0","8061.0","29419.0"
"ÖGK","Nov.21","8.0","FA für Kinder- und Jugendheilkunde","11023.0","16639.0","27662.0"
"ÖGK","Nov.21","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","4925.0","3886.0","8811.0"
"ÖGK","Nov.21","10.0","FA für Lungenkrankheiten","706.0","860.0","1566.0"
"ÖGK","Nov.21","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","4646.0","2452.0","7098.0"
"ÖGK","Nov.21","12.0","FA für Orthopädie und orthopädische Chirurgie","14560.0","6784.0","21344.0"
"ÖGK","Nov.21","13.0","FA für Physikalische Medizin","482.0","478.0","960.0"
"ÖGK","Nov.21","14.0","FA für Radiologie","1433.0","729.0","2162.0"
"ÖGK","Nov.21","15.0","FA für Unfallchirurgie","3851.0","2403.0","6254.0"
"ÖGK","Nov.21","16.0","FA für Urologie","5486.0","2049.0","7535.0"
"ÖGK","Nov.21","18.0","FA für Neurochirurgie","918.0","335.0","1253.0"
"ÖGK","Nov.21","19.0","FA für Neurologie","3955.0","1579.0","5534.0"
"ÖGK","Nov.21","20.0","FA für Psychiatrie","4332.0","3348.0","7680.0"
"ÖGK","Nov.21","21.0","FA für Plastische Chirurgie","269.0","192.0","461.0"
"ÖGK","Nov.21","22.0","FA für Kinderchirurgie","39.0","128.0","167.0"
"ÖGK","Nov.21","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","482.0","136.0","618.0"
"ÖGK","Nov.21","24.0","FA für Nuklearmedizin","541.0","415.0","956.0"
"ÖGK","Nov.21","26.0","FA für Strahlentherapie - Radioonkologie","10.0","7.0","17.0"
"ÖGK","Nov.21","29.0","FA für Immunologie","7.0","9.0","16.0"
"ÖGK","Nov.21","32.0","FA für Kinder- und Jugendpsychiatrie","571.0","314.0","885.0"
"ÖGK","Nov.21","34.0","FA für medizinische Biologie","","",""
