"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK-B","Feb.23","13.0","FA für Physikalische Medizin","8.0","1.0","9.0"
"ÖGK-B","Feb.23","14.0","FA für Radiologie","40.0","14.0","54.0"
"ÖGK-B","Feb.23","15.0","FA für Unfallchirurgie","145.0","33.0","178.0"
"ÖGK-B","Feb.23","16.0","FA für Urologie","106.0","78.0","184.0"
"ÖGK-B","Feb.23","18.0","FA für Neurochirurgie","16.0","12.0","28.0"
"ÖGK-B","Feb.23","19.0","FA für Neurologie","135.0","31.0","166.0"
"ÖGK-B","Feb.23","20.0","FA für Psychiatrie","162.0","91.0","253.0"
"ÖGK-B","Feb.23","21.0","FA für Plastische Chirurgie","12.0","2.0","14.0"
"ÖGK-B","Feb.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Feb.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Feb.23","24.0","FA für Nuklearmedizin","7.0","12.0","19.0"
"ÖGK-B","Feb.23","26.0","FA für Strahlentherapie - Radioonkologie","","2.0","2.0"
"ÖGK-B","Feb.23","29.0","FA für Immunologie","","",""
"ÖGK-B","Feb.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Feb.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Feb.23","50.0","FA für medizinische und chemische Labordiagnostik","3.0","1.0","4.0"
"ÖGK-B","Feb.23","53.0","FA für Pathologie und Histologie","1.0","1.0","2.0"
"ÖGK-B","Feb.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","1.0","1.0"
"ÖGK-B","Feb.23","","Gesamt","3851.0","2140.0","5991.0"
"ÖGK-B","Mär.23","5.0","FA für Haut- und Geschlechtskrankheiten","581.0","412.0","993.0"
"ÖGK-B","Mär.23","6.0","FA für Frauenheilkunde und Geburtshilfe","704.0","1568.0","2272.0"
"ÖGK-B","Mär.23","7.0","FA für Innere Medizin","843.0","497.0","1340.0"
"ÖGK-B","Mär.23","8.0","FA für Kinder- und Jugendheilkunde","172.0","375.0","547.0"
"ÖGK-B","Mär.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","353.0","110.0","463.0"
"ÖGK-B","Mär.23","10.0","FA für Lungenkrankheiten","17.0","11.0","28.0"
"ÖGK-B","Mär.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","91.0","38.0","129.0"
"ÖGK-B","Mär.23","12.0","FA für Orthopädie und orthopädische Chirurgie","947.0","505.0","1452.0"
"ÖGK-B","Mär.23","13.0","FA für Physikalische Medizin","13.0","6.0","19.0"
"ÖGK-B","Mär.23","14.0","FA für Radiologie","75.0","42.0","117.0"
"ÖGK-B","Mär.23","15.0","FA für Unfallchirurgie","194.0","57.0","251.0"
"ÖGK-B","Mär.23","16.0","FA für Urologie","331.0","219.0","550.0"
"ÖGK-B","Mär.23","18.0","FA für Neurochirurgie","22.0","5.0","27.0"
"ÖGK-B","Mär.23","19.0","FA für Neurologie","254.0","70.0","324.0"
"ÖGK-B","Mär.23","20.0","FA für Psychiatrie","127.0","185.0","312.0"
"ÖGK-B","Mär.23","21.0","FA für Plastische Chirurgie","14.0","10.0","24.0"
"ÖGK-B","Mär.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Mär.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Mär.23","24.0","FA für Nuklearmedizin","23.0","15.0","38.0"
"ÖGK-B","Mär.23","26.0","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Mär.23","29.0","FA für Immunologie","","3.0","3.0"
"ÖGK-B","Mär.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Mär.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Mär.23","50.0","FA für medizinische und chemische Labordiagnostik","1.0","","1.0"
"ÖGK-B","Mär.23","53.0","FA für Pathologie und Histologie","","2.0","2.0"
"ÖGK-B","Mär.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Mär.23","","Gesamt","6161.0","5519.0","11680.0"
"ÖGK-B","Apr.23","5.0","FA für Haut- und Geschlechtskrankheiten","458.0","108.0","566.0"
"ÖGK-B","Apr.23","6.0","FA für Frauenheilkunde und Geburtshilfe","578.0","338.0","916.0"
"ÖGK-B","Apr.23","7.0","FA für Innere Medizin","630.0","104.0","734.0"
"ÖGK-B","Apr.23","8.0","FA für Kinder- und Jugendheilkunde","103.0","69.0","172.0"
"ÖGK-B","Apr.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","169.0","19.0","188.0"
"ÖGK-B","Apr.23","10.0","FA für Lungenkrankheiten","8.0","4.0","12.0"
"ÖGK-B","Apr.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","35.0","6.0","41.0"
"ÖGK-B","Apr.23","12.0","FA für Orthopädie und orthopädische Chirurgie","845.0","104.0","949.0"
"ÖGK-B","Apr.23","13.0","FA für Physikalische Medizin","3.0","3.0","6.0"
"ÖGK-B","Apr.23","14.0","FA für Radiologie","53.0","8.0","61.0"
"ÖGK-B","Apr.23","15.0","FA für Unfallchirurgie","159.0","15.0","174.0"
"ÖGK-B","Apr.23","16.0","FA für Urologie","111.0","32.0","143.0"
"ÖGK-B","Apr.23","18.0","FA für Neurochirurgie","23.0","2.0","25.0"
"ÖGK-B","Apr.23","19.0","FA für Neurologie","209.0","22.0","231.0"
"ÖGK-B","Apr.23","20.0","FA für Psychiatrie","83.0","55.0","138.0"
"ÖGK-B","Apr.23","21.0","FA für Plastische Chirurgie","7.0","4.0","11.0"
"ÖGK-B","Apr.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Apr.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Apr.23","24.0","FA für Nuklearmedizin","14.0","4.0","18.0"
"ÖGK-B","Apr.23","26.0","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Apr.23","29.0","FA für Immunologie","","",""
"ÖGK-B","Apr.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Apr.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Apr.23","50.0","FA für medizinische und chemische Labordiagnostik","3.0","","3.0"
"ÖGK-B","Apr.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Apr.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","1.0","","1.0"
"ÖGK-B","Apr.23","","Gesamt","4225.0","1161.0","5386.0"
"ÖGK-B","Mai.23","5.0","FA für Haut- und Geschlechtskrankheiten","438.0","176.0","614.0"
"ÖGK-B","Mai.23","6.0","FA für Frauenheilkunde und Geburtshilfe","682.0","897.0","1579.0"
"ÖGK-B","Mai.23","7.0","FA für Innere Medizin","815.0","222.0","1037.0"
"ÖGK-B","Mai.23","8.0","FA für Kinder- und Jugendheilkunde","158.0","129.0","287.0"
"ÖGK-B","Mai.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","293.0","45.0","338.0"
"ÖGK-B","Mai.23","10.0","FA für Lungenkrankheiten","14.0","8.0","22.0"
"ÖGK-B","Mai.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","49.0","13.0","62.0"
"ÖGK-B","Mai.23","12.0","FA für Orthopädie und orthopädische Chirurgie","862.0","178.0","1040.0"
"ÖGK-B","Mai.23","13.0","FA für Physikalische Medizin","14.0","6.0","20.0"
"ÖGK-B","Mai.23","14.0","FA für Radiologie","64.0","9.0","73.0"
"ÖGK-B","Mai.23","15.0","FA für Unfallchirurgie","199.0","10.0","209.0"
"ÖGK-B","Mai.23","16.0","FA für Urologie","306.0","142.0","448.0"
"ÖGK-B","Mai.23","18.0","FA für Neurochirurgie","22.0","","22.0"
"ÖGK-B","Mai.23","19.0","FA für Neurologie","289.0","39.0","328.0"
"ÖGK-B","Mai.23","20.0","FA für Psychiatrie","97.0","116.0","213.0"
"ÖGK-B","Mai.23","21.0","FA für Plastische Chirurgie","14.0","5.0","19.0"
"ÖGK-B","Mai.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Mai.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Mai.23","24.0","FA für Nuklearmedizin","15.0","7.0","22.0"
"ÖGK-B","Mai.23","26.0","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Mai.23","29.0","FA für Immunologie","4.0","","4.0"
"ÖGK-B","Mai.23","32.0","FA für Kinder- und Jugendpsychiatrie","1.0","","1.0"
"ÖGK-B","Mai.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Mai.23","50.0","FA für medizinische und chemische Labordiagnostik","","1.0","1.0"
"ÖGK-B","Mai.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Mai.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Mai.23","","Gesamt","5862.0","2643.0","8505.0"
"ÖGK-B","Jun.23","5.0","FA für Haut- und Geschlechtskrankheiten","498.0","401.0","899.0"
"ÖGK-B","Jun.23","6.0","FA für Frauenheilkunde und Geburtshilfe","690.0","1880.0","2570.0"
"ÖGK-B","Jun.23","7.0","FA für Innere Medizin","789.0","394.0","1183.0"
"ÖGK-B","Jun.23","8.0","FA für Kinder- und Jugendheilkunde","151.0","298.0","449.0"
"ÖGK-B","Jun.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","240.0","77.0","317.0"
"ÖGK-B","Jun.23","10.0","FA für Lungenkrankheiten","10.0","16.0","26.0"
"ÖGK-B","Jun.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","74.0","25.0","99.0"
"ÖGK-B","Jun.23","12.0","FA für Orthopädie und orthopädische Chirurgie","814.0","425.0","1239.0"
"ÖGK-B","Jun.23","13.0","FA für Physikalische Medizin","12.0","7.0","19.0"
"ÖGK-B","Jun.23","14.0","FA für Radiologie","88.0","38.0","126.0"
"ÖGK-B","Jun.23","15.0","FA für Unfallchirurgie","193.0","56.0","249.0"
"ÖGK-B","Jun.23","16.0","FA für Urologie","229.0","218.0","447.0"
"ÖGK-B","Jun.23","18.0","FA für Neurochirurgie","21.0","8.0","29.0"
"ÖGK-B","Jun.23","19.0","FA für Neurologie","241.0","77.0","318.0"
"ÖGK-B","Jun.23","20.0","FA für Psychiatrie","134.0","213.0","347.0"
"ÖGK-B","Jun.23","21.0","FA für Plastische Chirurgie","9.0","11.0","20.0"
"ÖGK-B","Jun.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Jun.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jun.23","24.0","FA für Nuklearmedizin","18.0","16.0","34.0"
"ÖGK-B","Jun.23","26.0","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jun.23","29.0","FA für Immunologie","","",""
"ÖGK-B","Jun.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jun.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Jun.23","50.0","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Jun.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jun.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jun.23","","Gesamt","5771.0","5917.0","11688.0"
"ÖGK-B","Jul.23","5.0","FA für Haut- und Geschlechtskrankheiten","471.0","347.0","818.0"
"ÖGK-B","Jul.23","6.0","FA für Frauenheilkunde und Geburtshilfe","859.0","1232.0","2091.0"
"ÖGK-B","Jul.23","7.0","FA für Innere Medizin","855.0","315.0","1170.0"
"ÖGK-B","Jul.23","8.0","FA für Kinder- und Jugendheilkunde","225.0","279.0","504.0"
"ÖGK-B","Jul.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","280.0","79.0","359.0"
"ÖGK-B","Jul.23","10.0","FA für Lungenkrankheiten","14.0","3.0","17.0"
"ÖGK-B","Jul.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","96.0","13.0","109.0"
"ÖGK-B","Jul.23","12.0","FA für Orthopädie und orthopädische Chirurgie","1434.0","385.0","1819.0"
"ÖGK-B","Jul.23","13.0","FA für Physikalische Medizin","8.0","12.0","20.0"
"ÖGK-B","Jul.23","14.0","FA für Radiologie","68.0","33.0","101.0"
"ÖGK-B","Jul.23","15.0","FA für Unfallchirurgie","342.0","80.0","422.0"
"ÖGK-B","Jul.23","16.0","FA für Urologie","243.0","190.0","433.0"
"ÖGK-B","Jul.23","18.0","FA für Neurochirurgie","29.0","8.0","37.0"
"ÖGK-B","Jul.23","19.0","FA für Neurologie","225.0","73.0","298.0"
"ÖGK-B","Jul.23","20.0","FA für Psychiatrie","105.0","134.0","239.0"
"ÖGK-B","Jul.23","21.0","FA für Plastische Chirurgie","24.0","10.0","34.0"
"ÖGK-B","Jul.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Jul.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jul.23","24.0","FA für Nuklearmedizin","18.0","11.0","29.0"
"ÖGK-B","Jul.23","26.0","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jul.23","29.0","FA für Immunologie","1.0","1.0","2.0"
"ÖGK-B","Jul.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jul.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Jul.23","50.0","FA für medizinische und chemische Labordiagnostik","2.0","","2.0"
"ÖGK-B","Jul.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jul.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jul.23","","Gesamt","6714.0","4427.0","11141.0"
"ÖGK-B","Aug.23","5.0","FA für Haut- und Geschlechtskrankheiten","571.0","185.0","756.0"
"ÖGK-B","Aug.23","6.0","FA für Frauenheilkunde und Geburtshilfe","506.0","887.0","1393.0"
"ÖGK-B","Aug.23","7.0","FA für Innere Medizin","642.0","214.0","856.0"
"ÖGK-B","Aug.23","8.0","FA für Kinder- und Jugendheilkunde","199.0","127.0","326.0"
"ÖGK-B","Aug.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","299.0","46.0","345.0"
"ÖGK-B","Aug.23","10.0","FA für Lungenkrankheiten","9.0","5.0","14.0"
"ÖGK-B","Aug.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","76.0","8.0","84.0"
"ÖGK-B","Aug.23","12.0","FA für Orthopädie und orthopädische Chirurgie","674.0","177.0","851.0"
"ÖGK-B","Aug.23","13.0","FA für Physikalische Medizin","5.0","9.0","14.0"
"ÖGK-B","Aug.23","14.0","FA für Radiologie","50.0","12.0","62.0"
"ÖGK-B","Aug.23","15.0","FA für Unfallchirurgie","64.0","28.0","92.0"
"ÖGK-B","Aug.23","16.0","FA für Urologie","217.0","94.0","311.0"
"ÖGK-B","Aug.23","18.0","FA für Neurochirurgie","14.0","2.0","16.0"
"ÖGK-B","Aug.23","19.0","FA für Neurologie","320.0","29.0","349.0"
"ÖGK-B","Aug.23","20.0","FA für Psychiatrie","161.0","54.0","215.0"
"ÖGK-B","Aug.23","21.0","FA für Plastische Chirurgie","1.0","3.0","4.0"
"ÖGK-B","Aug.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Aug.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Aug.23","24.0","FA für Nuklearmedizin","12.0","7.0","19.0"
"ÖGK-B","Aug.23","26.0","FA für Strahlentherapie - Radioonkologie","1.0","","1.0"
"ÖGK-B","Aug.23","29.0","FA für Immunologie","","",""
"ÖGK-B","Aug.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Aug.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Aug.23","50.0","FA für medizinische und chemische Labordiagnostik","1.0","","1.0"
"ÖGK-B","Aug.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Aug.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","1.0","","1.0"
"ÖGK-B","Aug.23","","Gesamt","4400.0","2599.0","6999.0"
"ÖGK-B","Sep.23","5.0","FA für Haut- und Geschlechtskrankheiten","473.0","342.0","815.0"
"ÖGK-B","Sep.23","6.0","FA für Frauenheilkunde und Geburtshilfe","817.0","1090.0","1907.0"
"ÖGK-B","Sep.23","7.0","FA für Innere Medizin","1291.0","424.0","1715.0"
"ÖGK-B","Sep.23","8.0","FA für Kinder- und Jugendheilkunde","177.0","295.0","472.0"
"ÖGK-B","Sep.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","363.0","88.0","451.0"
"ÖGK-B","Sep.23","10.0","FA für Lungenkrankheiten","13.0","5.0","18.0"
"ÖGK-B","Sep.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","107.0","22.0","129.0"
"ÖGK-B","Sep.23","12.0","FA für Orthopädie und orthopädische Chirurgie","1176.0","429.0","1605.0"
"ÖGK-B","Sep.23","13.0","FA für Physikalische Medizin","11.0","14.0","25.0"
"ÖGK-B","Sep.23","14.0","FA für Radiologie","85.0","61.0","146.0"
"ÖGK-B","Sep.23","15.0","FA für Unfallchirurgie","326.0","83.0","409.0"
"ÖGK-B","Sep.23","16.0","FA für Urologie","296.0","177.0","473.0"
"ÖGK-B","Sep.23","18.0","FA für Neurochirurgie","39.0","5.0","44.0"
"ÖGK-B","Sep.23","19.0","FA für Neurologie","425.0","64.0","489.0"
"ÖGK-B","Sep.23","20.0","FA für Psychiatrie","267.0","121.0","388.0"
"ÖGK-B","Sep.23","21.0","FA für Plastische Chirurgie","18.0","5.0","23.0"
"ÖGK-B","Sep.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Sep.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Sep.23","24.0","FA für Nuklearmedizin","19.0","20.0","39.0"
"ÖGK-B","Sep.23","26.0","FA für Strahlentherapie - Radioonkologie","","2.0","2.0"
"ÖGK-B","Sep.23","29.0","FA für Immunologie","","2.0","2.0"
"ÖGK-B","Sep.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Sep.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Sep.23","50.0","FA für medizinische und chemische Labordiagnostik","3.0","","3.0"
"ÖGK-B","Sep.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Sep.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Sep.23","","Gesamt","7588.0","4351.0","11939.0"
"ÖGK-B","Okt.23","5.0","FA für Haut- und Geschlechtskrankheiten","948.0","547.0","1495.0"
"ÖGK-B","Okt.23","6.0","FA für Frauenheilkunde und Geburtshilfe","1194.0","1628.0","2822.0"
"ÖGK-B","Okt.23","7.0","FA für Innere Medizin","1424.0","630.0","2054.0"
"ÖGK-B","Okt.23","8.0","FA für Kinder- und Jugendheilkunde","281.0","362.0","643.0"
"ÖGK-B","Okt.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","497.0","149.0","646.0"
"ÖGK-B","Okt.23","10.0","FA für Lungenkrankheiten","27.0","7.0","34.0"
"ÖGK-B","Okt.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","92.0","28.0","120.0"
"ÖGK-B","Okt.23","12.0","FA für Orthopädie und orthopädische Chirurgie","1787.0","674.0","2461.0"
"ÖGK-B","Okt.23","13.0","FA für Physikalische Medizin","34.0","23.0","57.0"
"ÖGK-B","Okt.23","14.0","FA für Radiologie","107.0","63.0","170.0"
"ÖGK-B","Okt.23","15.0","FA für Unfallchirurgie","240.0","97.0","337.0"
"ÖGK-B","Okt.23","16.0","FA für Urologie","528.0","196.0","724.0"
"ÖGK-B","Okt.23","18.0","FA für Neurochirurgie","23.0","8.0","31.0"
"ÖGK-B","Okt.23","19.0","FA für Neurologie","227.0","97.0","324.0"
"ÖGK-B","Okt.23","20.0","FA für Psychiatrie","162.0","179.0","341.0"
"ÖGK-B","Okt.23","21.0","FA für Plastische Chirurgie","8.0","26.0","34.0"
"ÖGK-B","Okt.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Okt.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Okt.23","24.0","FA für Nuklearmedizin","31.0","29.0","60.0"
"ÖGK-B","Okt.23","26.0","FA für Strahlentherapie - Radioonkologie","1.0","1.0","2.0"
"ÖGK-B","Okt.23","29.0","FA für Immunologie","2.0","2.0","4.0"
"ÖGK-B","Okt.23","32.0","FA für Kinder- und Jugendpsychiatrie","1.0","","1.0"
"ÖGK-B","Okt.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Okt.23","50.0","FA für medizinische und chemische Labordiagnostik","7.0","1.0","8.0"
"ÖGK-B","Okt.23","53.0","FA für Pathologie und Histologie","1.0","1.0","2.0"
"ÖGK-B","Okt.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Okt.23","","Gesamt","9167.0","6305.0","15472.0"
"ÖGK-B","Nov.23","5.0","FA für Haut- und Geschlechtskrankheiten","625.0","343.0","968.0"
"ÖGK-B","Nov.23","6.0","FA für Frauenheilkunde und Geburtshilfe","1371.0","1096.0","2467.0"
"ÖGK-B","Nov.23","7.0","FA für Innere Medizin","1876.0","468.0","2344.0"
"ÖGK-B","Nov.23","8.0","FA für Kinder- und Jugendheilkunde","339.0","316.0","655.0"
"ÖGK-B","Nov.23","9.0","FA für Hals-, Nasen- und Ohrenerkrankungen","322.0","94.0","416.0"
"ÖGK-B","Nov.23","10.0","FA für Lungenkrankheiten","20.0","4.0","24.0"
"ÖGK-B","Nov.23","11.0","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","138.0","25.0","163.0"
"ÖGK-B","Nov.23","12.0","FA für Orthopädie und orthopädische Chirurgie","1834.0","581.0","2415.0"
"ÖGK-B","Nov.23","13.0","FA für Physikalische Medizin","17.0","15.0","32.0"
"ÖGK-B","Nov.23","14.0","FA für Radiologie","114.0","27.0","141.0"
"ÖGK-B","Nov.23","15.0","FA für Unfallchirurgie","275.0","72.0","347.0"
"ÖGK-B","Nov.23","16.0","FA für Urologie","428.0","152.0","580.0"
"ÖGK-B","Nov.23","18.0","FA für Neurochirurgie","31.0","12.0","43.0"
"ÖGK-B","Nov.23","19.0","FA für Neurologie","396.0","71.0","467.0"
"ÖGK-B","Nov.23","20.0","FA für Psychiatrie","186.0","123.0","309.0"
"ÖGK-B","Nov.23","21.0","FA für Plastische Chirurgie","28.0","14.0","42.0"
"ÖGK-B","Nov.23","22.0","FA für Kinderchirurgie","","",""
"ÖGK-B","Nov.23","23.0","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Nov.23","24.0","FA für Nuklearmedizin","21.0","16.0","37.0"
"ÖGK-B","Nov.23","26.0","FA für Strahlentherapie - Radioonkologie","1.0","","1.0"
"ÖGK-B","Nov.23","29.0","FA für Immunologie","2.0","2.0","4.0"
"ÖGK-B","Nov.23","32.0","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Nov.23","34.0","FA für medizinische Biologie","","",""
"ÖGK-B","Nov.23","50.0","FA für medizinische und chemische Labordiagnostik","4.0","","4.0"
"ÖGK-B","Nov.23","53.0","FA für Pathologie und Histologie","","",""
"ÖGK-B","Nov.23","55.0","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Nov.23","","Gesamt","10033.0","4448.0","14481.0"
"ÖGK-B","Dez.23","5.0","FA für Haut- und Geschlechtskrankheiten","574.0","384.0","958.0"
"ÖGK-B","Dez.23","6.0","FA für Frauenheilkunde und Geburtshilfe","985.0","1083.0","2068.0"
"ÖGK-B","Dez.23","7.0","FA für Innere Medizin","1325.0","412.0","1737.0"
"ÖGK-B","Dez.23","8.0","FA für Kinder- und Jugendheilkunde","177.0","298.0","475.0"
