"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK","Jun.23","32","FA für Kinder- und Jugendpsychiatrie","491","401","892"
"ÖGK","Jun.23","34","FA für medizinische Biologie","","1","1"
"ÖGK","Jun.23","50","FA für medizinische und chemische Labordiagnostik","112","56","168"
"ÖGK","Jun.23","53","FA für Pathologie und Histologie","65","35","100"
"ÖGK","Jun.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","12","9","21"
"ÖGK","Jun.23","","Gesamt","203778","180991","384769"
"ÖGK","Jul.23","5","FA für Haut- und Geschlechtskrankheiten","21828","16986","38814"
"ÖGK","Jul.23","6","FA für Frauenheilkunde und Geburtshilfe","36556","30899","67455"
"ÖGK","Jul.23","7","FA für Innere Medizin","22011","13585","35596"
"ÖGK","Jul.23","8","FA für Kinder- und Jugendheilkunde","12702","24970","37672"
"ÖGK","Jul.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","7173","6239","13412"
"ÖGK","Jul.23","10","FA für Lungenkrankheiten","1190","1272","2462"
"ÖGK","Jul.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1114","451","1565"
"ÖGK","Jul.23","12","FA für Orthopädie und orthopädische Chirurgie","21612","14524","36136"
"ÖGK","Jul.23","13","FA für Physikalische Medizin","1237","1037","2274"
"ÖGK","Jul.23","14","FA für Radiologie","1886","1007","2893"
"ÖGK","Jul.23","15","FA für Unfallchirurgie","4263","3260","7523"
"ÖGK","Jul.23","16","FA für Urologie","6594","3767","10361"
"ÖGK","Jul.23","18","FA für Neurochirurgie","1106","552","1658"
"ÖGK","Jul.23","19","FA für Neurologie","5082","2596","7678"
"ÖGK","Jul.23","20","FA für Psychiatrie","7936","7172","15108"
"ÖGK","Jul.23","21","FA für Plastische Chirurgie","458","390","848"
"ÖGK","Jul.23","22","FA für Kinderchirurgie","76","188","264"
"ÖGK","Jul.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","1041","396","1437"
"ÖGK","Jul.23","24","FA für Nuklearmedizin","1726","1460","3186"
"ÖGK","Jul.23","26","FA für Strahlentherapie - Radioonkologie","6","9","15"
"ÖGK","Jul.23","29","FA für Immunologie","19","29","48"
"ÖGK","Jul.23","32","FA für Kinder- und Jugendpsychiatrie","261","383","644"
"ÖGK","Jul.23","34","FA für medizinische Biologie","","",""
"ÖGK","Jul.23","50","FA für medizinische und chemische Labordiagnostik","108","59","167"
"ÖGK","Jul.23","53","FA für Pathologie und Histologie","56","25","81"
"ÖGK","Jul.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","13","8","21"
"ÖGK","Jul.23","","Gesamt","207709","175228","382937"
"ÖGK","Aug.23","5","FA für Haut- und Geschlechtskrankheiten","22351","17047","39398"
"ÖGK","Aug.23","6","FA für Frauenheilkunde und Geburtshilfe","32962","31457","64419"
"ÖGK","Aug.23","7","FA für Innere Medizin","19705","13646","33351"
"ÖGK","Aug.23","8","FA für Kinder- und Jugendheilkunde","10933","25293","36226"
"ÖGK","Aug.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","6870","6430","13300"
"ÖGK","Aug.23","10","FA für Lungenkrankheiten","1131","1093","2224"
"ÖGK","Aug.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1035","491","1526"
"ÖGK","Aug.23","12","FA für Orthopädie und orthopädische Chirurgie","20957","13440","34397"
"ÖGK","Aug.23","13","FA für Physikalische Medizin","1016","1008","2024"
"ÖGK","Aug.23","14","FA für Radiologie","1613","1065","2678"
"ÖGK","Aug.23","15","FA für Unfallchirurgie","3599","3625","7224"
"ÖGK","Aug.23","16","FA für Urologie","6213","3385","9598"
"ÖGK","Aug.23","18","FA für Neurochirurgie","899","562","1461"
"ÖGK","Aug.23","19","FA für Neurologie","5229","2887","8116"
"ÖGK","Aug.23","20","FA für Psychiatrie","7546","7182","14728"
"ÖGK","Aug.23","21","FA für Plastische Chirurgie","437","437","874"
"ÖGK","Aug.23","22","FA für Kinderchirurgie","76","212","288"
"ÖGK","Aug.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","952","447","1399"
"ÖGK","Aug.23","24","FA für Nuklearmedizin","1517","1773","3290"
"ÖGK","Aug.23","26","FA für Strahlentherapie - Radioonkologie","15","9","24"
"ÖGK","Aug.23","29","FA für Immunologie","21","45","66"
"ÖGK","Aug.23","32","FA für Kinder- und Jugendpsychiatrie","323","453","776"
"ÖGK","Aug.23","34","FA für medizinische Biologie","","1","1"
"ÖGK","Aug.23","50","FA für medizinische und chemische Labordiagnostik","94","75","169"
"ÖGK","Aug.23","53","FA für Pathologie und Histologie","40","33","73"
"ÖGK","Aug.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","15","15","30"
"ÖGK","Aug.23","","Gesamt","193847","175005","368852"
"ÖGK","Sep.23","5","FA für Haut- und Geschlechtskrankheiten","18509","18490","36999"
"ÖGK","Sep.23","6","FA für Frauenheilkunde und Geburtshilfe","34304","34272","68576"
"ÖGK","Sep.23","7","FA für Innere Medizin","19839","14715","34554"
"ÖGK","Sep.23","8","FA für Kinder- und Jugendheilkunde","10912","24975","35887"
"ÖGK","Sep.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","5610","7396","13006"
"ÖGK","Sep.23","10","FA für Lungenkrankheiten","834","1008","1842"
"ÖGK","Sep.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1062","497","1559"
"ÖGK","Sep.23","12","FA für Orthopädie und orthopädische Chirurgie","19079","15296","34375"
"ÖGK","Sep.23","13","FA für Physikalische Medizin","964","1064","2028"
"ÖGK","Sep.23","14","FA für Radiologie","1746","1078","2824"
"ÖGK","Sep.23","15","FA für Unfallchirurgie","4116","3655","7771"
"ÖGK","Sep.23","16","FA für Urologie","4911","3965","8876"
"ÖGK","Sep.23","18","FA für Neurochirurgie","1014","579","1593"
"ÖGK","Sep.23","19","FA für Neurologie","5157","3344","8501"
"ÖGK","Sep.23","20","FA für Psychiatrie","7994","8163","16157"
"ÖGK","Sep.23","21","FA für Plastische Chirurgie","459","335","794"
"ÖGK","Sep.23","22","FA für Kinderchirurgie","75","186","261"
"ÖGK","Sep.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","645","276","921"
"ÖGK","Sep.23","24","FA für Nuklearmedizin","1243","1918","3161"
"ÖGK","Sep.23","26","FA für Strahlentherapie - Radioonkologie","14","14","28"
"ÖGK","Sep.23","29","FA für Immunologie","10","39","49"
"ÖGK","Sep.23","32","FA für Kinder- und Jugendpsychiatrie","274","388","662"
"ÖGK","Sep.23","34","FA für medizinische Biologie","","",""
"ÖGK","Sep.23","50","FA für medizinische und chemische Labordiagnostik","71","80","151"
"ÖGK","Sep.23","53","FA für Pathologie und Histologie","52","56","108"
"ÖGK","Sep.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","10","16","26"
"ÖGK","Sep.23","","Gesamt","189722","186852","376574"
"ÖGK","Okt.23","5","FA für Haut- und Geschlechtskrankheiten","19319","19301","38620"
"ÖGK","Okt.23","6","FA für Frauenheilkunde und Geburtshilfe","40861","35080","75941"
"ÖGK","Okt.23","7","FA für Innere Medizin","22783","15310","38093"
"ÖGK","Okt.23","8","FA für Kinder- und Jugendheilkunde","14331","25891","40222"
"ÖGK","Okt.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","7488","7089","14577"
"ÖGK","Okt.23","10","FA für Lungenkrankheiten","742","1540","2282"
"ÖGK","Okt.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1017","523","1540"
"ÖGK","Okt.23","12","FA für Orthopädie und orthopädische Chirurgie","16620","15936","32556"
"ÖGK","Okt.23","13","FA für Physikalische Medizin","840","1009","1849"
"ÖGK","Okt.23","14","FA für Radiologie","1712","867","2579"
"ÖGK","Okt.23","15","FA für Unfallchirurgie","4152","3193","7345"
"ÖGK","Okt.23","16","FA für Urologie","5408","3905","9313"
"ÖGK","Okt.23","18","FA für Neurochirurgie","941","485","1426"
"ÖGK","Okt.23","19","FA für Neurologie","4827","3546","8373"
"ÖGK","Okt.23","20","FA für Psychiatrie","8198","8574","16772"
"ÖGK","Okt.23","21","FA für Plastische Chirurgie","443","407","850"
"ÖGK","Okt.23","22","FA für Kinderchirurgie","91","212","303"
"ÖGK","Okt.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","909","139","1048"
"ÖGK","Okt.23","24","FA für Nuklearmedizin","1371","1922","3293"
"ÖGK","Okt.23","26","FA für Strahlentherapie - Radioonkologie","13","12","25"
"ÖGK","Okt.23","29","FA für Immunologie","15","42","57"
"ÖGK","Okt.23","32","FA für Kinder- und Jugendpsychiatrie","319","461","780"
"ÖGK","Okt.23","34","FA für medizinische Biologie","","",""
"ÖGK","Okt.23","50","FA für medizinische und chemische Labordiagnostik","65","74","139"
"ÖGK","Okt.23","53","FA für Pathologie und Histologie","48","34","82"
"ÖGK","Okt.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","23","11","34"
"ÖGK","Okt.23","","Gesamt","207748","193170","400918"
"ÖGK","Nov.23","5","FA für Haut- und Geschlechtskrankheiten","22310","20347","42657"
"ÖGK","Nov.23","6","FA für Frauenheilkunde und Geburtshilfe","38336","42615","80951"
"ÖGK","Nov.23","7","FA für Innere Medizin","29240","17616","46856"
"ÖGK","Nov.23","8","FA für Kinder- und Jugendheilkunde","10005","28818","38823"
"ÖGK","Nov.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","5296","7896","13192"
"ÖGK","Nov.23","10","FA für Lungenkrankheiten","986","1484","2470"
"ÖGK","Nov.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","2186","443","2629"
"ÖGK","Nov.23","12","FA für Orthopädie und orthopädische Chirurgie","22400","17290","39690"
"ÖGK","Nov.23","13","FA für Physikalische Medizin","1104","937","2041"
"ÖGK","Nov.23","14","FA für Radiologie","2802","1062","3864"
"ÖGK","Nov.23","15","FA für Unfallchirurgie","4957","3820","8777"
"ÖGK","Nov.23","16","FA für Urologie","7362","4654","12016"
"ÖGK","Nov.23","18","FA für Neurochirurgie","1314","591","1905"
"ÖGK","Nov.23","19","FA für Neurologie","6477","3377","9854"
"ÖGK","Nov.23","20","FA für Psychiatrie","10861","7428","18289"
"ÖGK","Nov.23","21","FA für Plastische Chirurgie","560","419","979"
"ÖGK","Nov.23","22","FA für Kinderchirurgie","97","176","273"
"ÖGK","Nov.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","966","189","1155"
"ÖGK","Nov.23","24","FA für Nuklearmedizin","1514","2116","3630"
"ÖGK","Nov.23","26","FA für Strahlentherapie - Radioonkologie","18","8","26"
"ÖGK","Nov.23","29","FA für Immunologie","14","36","50"
"ÖGK","Nov.23","32","FA für Kinder- und Jugendpsychiatrie","368","490","858"
"ÖGK","Nov.23","34","FA für medizinische Biologie","","",""
"ÖGK","Nov.23","50","FA für medizinische und chemische Labordiagnostik","87","48","135"
"ÖGK","Nov.23","53","FA für Pathologie und Histologie","53","32","85"
"ÖGK","Nov.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","19","25","44"
"ÖGK","Nov.23","","Gesamt","220655","216648","437303"
"ÖGK","Dez.23","5","FA für Haut- und Geschlechtskrankheiten","17059","18009","35068"
"ÖGK","Dez.23","6","FA für Frauenheilkunde und Geburtshilfe","27581","34370","61951"
"ÖGK","Dez.23","7","FA für Innere Medizin","19389","15141","34530"
"ÖGK","Dez.23","8","FA für Kinder- und Jugendheilkunde","7937","25951","33888"
"ÖGK","Dez.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4151","6231","10382"
"ÖGK","Dez.23","10","FA für Lungenkrankheiten","814","1274","2088"
"ÖGK","Dez.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1069","422","1491"
"ÖGK","Dez.23","12","FA für Orthopädie und orthopädische Chirurgie","16573","14467","31040"
"ÖGK","Dez.23","13","FA für Physikalische Medizin","920","855","1775"
"ÖGK","Dez.23","14","FA für Radiologie","1717","1057","2774"
"ÖGK","Dez.23","15","FA für Unfallchirurgie","3646","3580","7226"
"ÖGK","Dez.23","16","FA für Urologie","4699","4402","9101"
"ÖGK","Dez.23","18","FA für Neurochirurgie","800","593","1393"
"ÖGK","Dez.23","19","FA für Neurologie","5158","2750","7908"
"ÖGK","Dez.23","20","FA für Psychiatrie","8241","6348","14589"
"ÖGK","Dez.23","21","FA für Plastische Chirurgie","503","473","976"
"ÖGK","Dez.23","22","FA für Kinderchirurgie","59","222","281"
"ÖGK","Dez.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","613","285","898"
"ÖGK","Dez.23","24","FA für Nuklearmedizin","1188","1848","3036"
"ÖGK","Dez.23","26","FA für Strahlentherapie - Radioonkologie","13","8","21"
"ÖGK","Dez.23","29","FA für Immunologie","22","50","72"
"ÖGK","Dez.23","32","FA für Kinder- und Jugendpsychiatrie","293","324","617"
"ÖGK","Dez.23","34","FA für medizinische Biologie","","",""
"ÖGK","Dez.23","50","FA für medizinische und chemische Labordiagnostik","75","61","136"
"ÖGK","Dez.23","53","FA für Pathologie und Histologie","33","36","69"
"ÖGK","Dez.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","20","3","23"
"ÖGK","Dez.23","","Gesamt","162527","185494","348021"
