"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK-B","Mai.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Mai.23","50","FA für medizinische und chemische Labordiagnostik","","1","1"
"ÖGK-B","Mai.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Mai.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Mai.23","","Gesamt","7564","3049","10613"
"ÖGK-B","Jun.23","5","FA für Haut- und Geschlechtskrankheiten","678","360","1038"
"ÖGK-B","Jun.23","6","FA für Frauenheilkunde und Geburtshilfe","833","1138","1971"
"ÖGK-B","Jun.23","7","FA für Innere Medizin","994","346","1340"
"ÖGK-B","Jun.23","8","FA für Kinder- und Jugendheilkunde","185","237","422"
"ÖGK-B","Jun.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","299","80","379"
"ÖGK-B","Jun.23","10","FA für Lungenkrankheiten","13","12","25"
"ÖGK-B","Jun.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","99","25","124"
"ÖGK-B","Jun.23","12","FA für Orthopädie und orthopädische Chirurgie","1071","390","1461"
"ÖGK-B","Jun.23","13","FA für Physikalische Medizin","14","7","21"
"ÖGK-B","Jun.23","14","FA für Radiologie","91","38","129"
"ÖGK-B","Jun.23","15","FA für Unfallchirurgie","205","57","262"
"ÖGK-B","Jun.23","16","FA für Urologie","332","166","498"
"ÖGK-B","Jun.23","18","FA für Neurochirurgie","21","8","29"
"ÖGK-B","Jun.23","19","FA für Neurologie","276","60","336"
"ÖGK-B","Jun.23","20","FA für Psychiatrie","173","138","311"
"ÖGK-B","Jun.23","21","FA für Plastische Chirurgie","9","10","19"
"ÖGK-B","Jun.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Jun.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jun.23","24","FA für Nuklearmedizin","19","16","35"
"ÖGK-B","Jun.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jun.23","29","FA für Immunologie","","",""
"ÖGK-B","Jun.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jun.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Jun.23","50","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Jun.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jun.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jun.23","","Gesamt","7217","4473","11690"
"ÖGK-B","Jul.23","5","FA für Haut- und Geschlechtskrankheiten","607","327","934"
"ÖGK-B","Jul.23","6","FA für Frauenheilkunde und Geburtshilfe","931","1148","2079"
"ÖGK-B","Jul.23","7","FA für Innere Medizin","970","284","1254"
"ÖGK-B","Jul.23","8","FA für Kinder- und Jugendheilkunde","264","259","523"
"ÖGK-B","Jul.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","340","80","420"
"ÖGK-B","Jul.23","10","FA für Lungenkrankheiten","12","4","16"
"ÖGK-B","Jul.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","114","13","127"
"ÖGK-B","Jul.23","12","FA für Orthopädie und orthopädische Chirurgie","1449","370","1819"
"ÖGK-B","Jul.23","13","FA für Physikalische Medizin","13","12","25"
"ÖGK-B","Jul.23","14","FA für Radiologie","71","36","107"
"ÖGK-B","Jul.23","15","FA für Unfallchirurgie","353","79","432"
"ÖGK-B","Jul.23","16","FA für Urologie","272","151","423"
"ÖGK-B","Jul.23","18","FA für Neurochirurgie","28","9","37"
"ÖGK-B","Jul.23","19","FA für Neurologie","248","59","307"
"ÖGK-B","Jul.23","20","FA für Psychiatrie","138","99","237"
"ÖGK-B","Jul.23","21","FA für Plastische Chirurgie","24","10","34"
"ÖGK-B","Jul.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Jul.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jul.23","24","FA für Nuklearmedizin","18","16","34"
"ÖGK-B","Jul.23","26","FA für Strahlentherapie - Radioonkologie","1","","1"
"ÖGK-B","Jul.23","29","FA für Immunologie","1","1","2"
"ÖGK-B","Jul.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jul.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Jul.23","50","FA für medizinische und chemische Labordiagnostik","2","","2"
"ÖGK-B","Jul.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jul.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jul.23","","Gesamt","7349","4070","11419"
"ÖGK-B","Aug.23","5","FA für Haut- und Geschlechtskrankheiten","409","184","593"
"ÖGK-B","Aug.23","6","FA für Frauenheilkunde und Geburtshilfe","489","940","1429"
"ÖGK-B","Aug.23","7","FA für Innere Medizin","649","231","880"
"ÖGK-B","Aug.23","8","FA für Kinder- und Jugendheilkunde","190","170","360"
"ÖGK-B","Aug.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","237","48","285"
"ÖGK-B","Aug.23","10","FA für Lungenkrankheiten","9","5","14"
"ÖGK-B","Aug.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","57","8","65"
"ÖGK-B","Aug.23","12","FA für Orthopädie und orthopädische Chirurgie","649","203","852"
"ÖGK-B","Aug.23","13","FA für Physikalische Medizin","4","12","16"
"ÖGK-B","Aug.23","14","FA für Radiologie","53","12","65"
"ÖGK-B","Aug.23","15","FA für Unfallchirurgie","82","29","111"
"ÖGK-B","Aug.23","16","FA für Urologie","194","110","304"
"ÖGK-B","Aug.23","18","FA für Neurochirurgie","14","2","16"
"ÖGK-B","Aug.23","19","FA für Neurologie","306","37","343"
"ÖGK-B","Aug.23","20","FA für Psychiatrie","163","64","227"
"ÖGK-B","Aug.23","21","FA für Plastische Chirurgie","2","3","5"
"ÖGK-B","Aug.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Aug.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Aug.23","24","FA für Nuklearmedizin","15","7","22"
"ÖGK-B","Aug.23","26","FA für Strahlentherapie - Radioonkologie","1","","1"
"ÖGK-B","Aug.23","29","FA für Immunologie","","",""
"ÖGK-B","Aug.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Aug.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Aug.23","50","FA für medizinische und chemische Labordiagnostik","1","","1"
"ÖGK-B","Aug.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Aug.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","1","","1"
"ÖGK-B","Aug.23","","Gesamt","4054","2931","6985"
"ÖGK-B","Sep.23","5","FA für Haut- und Geschlechtskrankheiten","506","364","870"
"ÖGK-B","Sep.23","6","FA für Frauenheilkunde und Geburtshilfe","823","1194","2017"
"ÖGK-B","Sep.23","7","FA für Innere Medizin","1384","451","1835"
"ÖGK-B","Sep.23","8","FA für Kinder- und Jugendheilkunde","239","326","565"
"ÖGK-B","Sep.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","421","86","507"
"ÖGK-B","Sep.23","10","FA für Lungenkrankheiten","17","5","22"
"ÖGK-B","Sep.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","102","23","125"
"ÖGK-B","Sep.23","12","FA für Orthopädie und orthopädische Chirurgie","1424","469","1893"
"ÖGK-B","Sep.23","13","FA für Physikalische Medizin","16","11","27"
"ÖGK-B","Sep.23","14","FA für Radiologie","95","62","157"
"ÖGK-B","Sep.23","15","FA für Unfallchirurgie","338","89","427"
"ÖGK-B","Sep.23","16","FA für Urologie","289","176","465"
"ÖGK-B","Sep.23","18","FA für Neurochirurgie","44","5","49"
"ÖGK-B","Sep.23","19","FA für Neurologie","416","72","488"
"ÖGK-B","Sep.23","20","FA für Psychiatrie","259","132","391"
"ÖGK-B","Sep.23","21","FA für Plastische Chirurgie","20","5","25"
"ÖGK-B","Sep.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Sep.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Sep.23","24","FA für Nuklearmedizin","23","22","45"
"ÖGK-B","Sep.23","26","FA für Strahlentherapie - Radioonkologie","","2","2"
"ÖGK-B","Sep.23","29","FA für Immunologie","","2","2"
"ÖGK-B","Sep.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Sep.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Sep.23","50","FA für medizinische und chemische Labordiagnostik","2","","2"
"ÖGK-B","Sep.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Sep.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Sep.23","","Gesamt","8192","4735","12927"
"ÖGK-B","Okt.23","5","FA für Haut- und Geschlechtskrankheiten","831","557","1388"
"ÖGK-B","Okt.23","6","FA für Frauenheilkunde und Geburtshilfe","1189","1599","2788"
"ÖGK-B","Okt.23","7","FA für Innere Medizin","1269","639","1908"
"ÖGK-B","Okt.23","8","FA für Kinder- und Jugendheilkunde","272","358","630"
"ÖGK-B","Okt.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","416","157","573"
"ÖGK-B","Okt.23","10","FA für Lungenkrankheiten","21","7","28"
"ÖGK-B","Okt.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","83","31","114"
"ÖGK-B","Okt.23","12","FA für Orthopädie und orthopädische Chirurgie","1415","703","2118"
"ÖGK-B","Okt.23","13","FA für Physikalische Medizin","32","24","56"
"ÖGK-B","Okt.23","14","FA für Radiologie","112","67","179"
"ÖGK-B","Okt.23","15","FA für Unfallchirurgie","223","96","319"
"ÖGK-B","Okt.23","16","FA für Urologie","357","208","565"
"ÖGK-B","Okt.23","18","FA für Neurochirurgie","22","7","29"
"ÖGK-B","Okt.23","19","FA für Neurologie","217","94","311"
"ÖGK-B","Okt.23","20","FA für Psychiatrie","111","187","298"
"ÖGK-B","Okt.23","21","FA für Plastische Chirurgie","9","27","36"
"ÖGK-B","Okt.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Okt.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Okt.23","24","FA für Nuklearmedizin","28","32","60"
"ÖGK-B","Okt.23","26","FA für Strahlentherapie - Radioonkologie","1","1","2"
"ÖGK-B","Okt.23","29","FA für Immunologie","3","2","5"
"ÖGK-B","Okt.23","32","FA für Kinder- und Jugendpsychiatrie","2","","2"
"ÖGK-B","Okt.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Okt.23","50","FA für medizinische und chemische Labordiagnostik","7","1","8"
"ÖGK-B","Okt.23","53","FA für Pathologie und Histologie","1","1","2"
"ÖGK-B","Okt.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Okt.23","","Gesamt","8011","6315","14326"
"ÖGK-B","Nov.23","5","FA für Haut- und Geschlechtskrankheiten","565","359","924"
"ÖGK-B","Nov.23","6","FA für Frauenheilkunde und Geburtshilfe","1282","1414","2696"
"ÖGK-B","Nov.23","7","FA für Innere Medizin","1715","509","2224"
"ÖGK-B","Nov.23","8","FA für Kinder- und Jugendheilkunde","313","354","667"
"ÖGK-B","Nov.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","313","98","411"
"ÖGK-B","Nov.23","10","FA für Lungenkrankheiten","16","5","21"
"ÖGK-B","Nov.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","134","26","160"
"ÖGK-B","Nov.23","12","FA für Orthopädie und orthopädische Chirurgie","1730","588","2318"
"ÖGK-B","Nov.23","13","FA für Physikalische Medizin","14","14","28"
"ÖGK-B","Nov.23","14","FA für Radiologie","119","27","146"
"ÖGK-B","Nov.23","15","FA für Unfallchirurgie","287","76","363"
"ÖGK-B","Nov.23","16","FA für Urologie","422","173","595"
"ÖGK-B","Nov.23","18","FA für Neurochirurgie","32","13","45"
"ÖGK-B","Nov.23","19","FA für Neurologie","386","78","464"
"ÖGK-B","Nov.23","20","FA für Psychiatrie","185","140","325"
"ÖGK-B","Nov.23","21","FA für Plastische Chirurgie","28","14","42"
"ÖGK-B","Nov.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Nov.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Nov.23","24","FA für Nuklearmedizin","20","14","34"
"ÖGK-B","Nov.23","26","FA für Strahlentherapie - Radioonkologie","1","","1"
"ÖGK-B","Nov.23","29","FA für Immunologie","1","2","3"
"ÖGK-B","Nov.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Nov.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Nov.23","50","FA für medizinische und chemische Labordiagnostik","4","","4"
"ÖGK-B","Nov.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Nov.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Nov.23","","Gesamt","9393","5237","14630"
"ÖGK-B","Dez.23","5","FA für Haut- und Geschlechtskrankheiten","597","419","1016"
"ÖGK-B","Dez.23","6","FA für Frauenheilkunde und Geburtshilfe","1014","1069","2083"
"ÖGK-B","Dez.23","7","FA für Innere Medizin","1259","430","1689"
"ÖGK-B","Dez.23","8","FA für Kinder- und Jugendheilkunde","207","319","526"
"ÖGK-B","Dez.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","356","89","445"
"ÖGK-B","Dez.23","10","FA für Lungenkrankheiten","12","10","22"
"ÖGK-B","Dez.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","90","17","107"
"ÖGK-B","Dez.23","12","FA für Orthopädie und orthopädische Chirurgie","1449","497","1946"
"ÖGK-B","Dez.23","13","FA für Physikalische Medizin","14","2","16"
"ÖGK-B","Dez.23","14","FA für Radiologie","119","55","174"
"ÖGK-B","Dez.23","15","FA für Unfallchirurgie","342","113","455"
"ÖGK-B","Dez.23","16","FA für Urologie","362","165","527"
"ÖGK-B","Dez.23","18","FA für Neurochirurgie","12","5","17"
"ÖGK-B","Dez.23","19","FA für Neurologie","348","85","433"
"ÖGK-B","Dez.23","20","FA für Psychiatrie","185","81","266"
"ÖGK-B","Dez.23","21","FA für Plastische Chirurgie","8","2","10"
"ÖGK-B","Dez.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Dez.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Dez.23","24","FA für Nuklearmedizin","20","22","42"
"ÖGK-B","Dez.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Dez.23","29","FA für Immunologie","","1","1"
"ÖGK-B","Dez.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Dez.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Dez.23","50","FA für medizinische und chemische Labordiagnostik","2","1","3"
"ÖGK-B","Dez.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Dez.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Dez.23","","Gesamt","7826","4579","12405"
"ÖGK-K","Jän.23","5","FA für Haut- und Geschlechtskrankheiten","465","583","1048"
"ÖGK-K","Jän.23","6","FA für Frauenheilkunde und Geburtshilfe","1347","1432","2779"
"ÖGK-K","Jän.23","7","FA für Innere Medizin","544","641","1185"
"ÖGK-K","Jän.23","8","FA für Kinder- und Jugendheilkunde","690","2018","2708"
"ÖGK-K","Jän.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","357","164","521"
"ÖGK-K","Jän.23","10","FA für Lungenkrankheiten","3","2","5"
"ÖGK-K","Jän.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","1","","1"
"ÖGK-K","Jän.23","12","FA für Orthopädie und orthopädische Chirurgie","575","439","1014"
"ÖGK-K","Jän.23","13","FA für Physikalische Medizin","27","88","115"
"ÖGK-K","Jän.23","14","FA für Radiologie","118","55","173"
"ÖGK-K","Jän.23","15","FA für Unfallchirurgie","196","92","288"
"ÖGK-K","Jän.23","16","FA für Urologie","210","331","541"
"ÖGK-K","Jän.23","18","FA für Neurochirurgie","48","27","75"
"ÖGK-K","Jän.23","19","FA für Neurologie","135","103","238"
"ÖGK-K","Jän.23","20","FA für Psychiatrie","121","247","368"
"ÖGK-K","Jän.23","21","FA für Plastische Chirurgie","2","8","10"
"ÖGK-K","Jän.23","22","FA für Kinderchirurgie","1","","1"
"ÖGK-K","Jän.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-K","Jän.23","24","FA für Nuklearmedizin","49","64","113"
"ÖGK-K","Jän.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-K","Jän.23","29","FA für Immunologie","","",""
"ÖGK-K","Jän.23","32","FA für Kinder- und Jugendpsychiatrie","36","38","74"
"ÖGK-K","Jän.23","34","FA für medizinische Biologie","","",""
"ÖGK-K","Jän.23","50","FA für medizinische und chemische Labordiagnostik","7","9","16"
"ÖGK-K","Jän.23","53","FA für Pathologie und Histologie","","",""
