"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK-B","Mär.23","15","FA für Unfallchirurgie","194","57","251"
"ÖGK-B","Mär.23","16","FA für Urologie","331","219","550"
"ÖGK-B","Mär.23","18","FA für Neurochirurgie","22","5","27"
"ÖGK-B","Mär.23","19","FA für Neurologie","254","70","324"
"ÖGK-B","Mär.23","20","FA für Psychiatrie","127","185","312"
"ÖGK-B","Mär.23","21","FA für Plastische Chirurgie","14","10","24"
"ÖGK-B","Mär.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Mär.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Mär.23","24","FA für Nuklearmedizin","23","15","38"
"ÖGK-B","Mär.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Mär.23","29","FA für Immunologie","","3","3"
"ÖGK-B","Mär.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Mär.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Mär.23","50","FA für medizinische und chemische Labordiagnostik","1","","1"
"ÖGK-B","Mär.23","53","FA für Pathologie und Histologie","","2","2"
"ÖGK-B","Mär.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Mär.23","","Gesamt","6161","5519","11680"
"ÖGK-B","Apr.23","1","Arzt für Allgemeinmedizin","413","129","542"
"ÖGK-B","Apr.23","2","FA für Anästhesiologie und Intensivmedizin","4","","4"
"ÖGK-B","Apr.23","3","FA für Augenheilkunde und Optometrie","211","127","338"
"ÖGK-B","Apr.23","4","FA für Chirurgie","105","8","113"
"ÖGK-B","Apr.23","5","FA für Haut- und Geschlechtskrankheiten","458","108","566"
"ÖGK-B","Apr.23","6","FA für Frauenheilkunde und Geburtshilfe","578","338","916"
"ÖGK-B","Apr.23","7","FA für Innere Medizin","630","104","734"
"ÖGK-B","Apr.23","8","FA für Kinder- und Jugendheilkunde","103","69","172"
"ÖGK-B","Apr.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","169","19","188"
"ÖGK-B","Apr.23","10","FA für Lungenkrankheiten","8","4","12"
"ÖGK-B","Apr.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","35","6","41"
"ÖGK-B","Apr.23","12","FA für Orthopädie und orthopädische Chirurgie","845","104","949"
"ÖGK-B","Apr.23","13","FA für Physikalische Medizin","3","3","6"
"ÖGK-B","Apr.23","14","FA für Radiologie","53","8","61"
"ÖGK-B","Apr.23","15","FA für Unfallchirurgie","159","15","174"
"ÖGK-B","Apr.23","16","FA für Urologie","111","32","143"
"ÖGK-B","Apr.23","18","FA für Neurochirurgie","23","2","25"
"ÖGK-B","Apr.23","19","FA für Neurologie","209","22","231"
"ÖGK-B","Apr.23","20","FA für Psychiatrie","83","55","138"
"ÖGK-B","Apr.23","21","FA für Plastische Chirurgie","7","4","11"
"ÖGK-B","Apr.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Apr.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Apr.23","24","FA für Nuklearmedizin","14","4","18"
"ÖGK-B","Apr.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Apr.23","29","FA für Immunologie","","",""
"ÖGK-B","Apr.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Apr.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Apr.23","50","FA für medizinische und chemische Labordiagnostik","3","","3"
"ÖGK-B","Apr.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Apr.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","1","","1"
"ÖGK-B","Apr.23","","Gesamt","4225","1161","5386"
"ÖGK-B","Mai.23","1","Arzt für Allgemeinmedizin","436","246","682"
"ÖGK-B","Mai.23","2","FA für Anästhesiologie und Intensivmedizin","5","","5"
"ÖGK-B","Mai.23","3","FA für Augenheilkunde und Optometrie","984","375","1359"
"ÖGK-B","Mai.23","4","FA für Chirurgie","101","19","120"
"ÖGK-B","Mai.23","5","FA für Haut- und Geschlechtskrankheiten","438","176","614"
"ÖGK-B","Mai.23","6","FA für Frauenheilkunde und Geburtshilfe","682","897","1579"
"ÖGK-B","Mai.23","7","FA für Innere Medizin","815","222","1037"
"ÖGK-B","Mai.23","8","FA für Kinder- und Jugendheilkunde","158","129","287"
"ÖGK-B","Mai.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","293","45","338"
"ÖGK-B","Mai.23","10","FA für Lungenkrankheiten","14","8","22"
"ÖGK-B","Mai.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","49","13","62"
"ÖGK-B","Mai.23","12","FA für Orthopädie und orthopädische Chirurgie","862","178","1040"
"ÖGK-B","Mai.23","13","FA für Physikalische Medizin","14","6","20"
"ÖGK-B","Mai.23","14","FA für Radiologie","64","9","73"
"ÖGK-B","Mai.23","15","FA für Unfallchirurgie","199","10","209"
"ÖGK-B","Mai.23","16","FA für Urologie","306","142","448"
"ÖGK-B","Mai.23","18","FA für Neurochirurgie","22","","22"
"ÖGK-B","Mai.23","19","FA für Neurologie","289","39","328"
"ÖGK-B","Mai.23","20","FA für Psychiatrie","97","116","213"
"ÖGK-B","Mai.23","21","FA für Plastische Chirurgie","14","5","19"
"ÖGK-B","Mai.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Mai.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Mai.23","24","FA für Nuklearmedizin","15","7","22"
"ÖGK-B","Mai.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Mai.23","29","FA für Immunologie","4","","4"
"ÖGK-B","Mai.23","32","FA für Kinder- und Jugendpsychiatrie","1","","1"
"ÖGK-B","Mai.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Mai.23","50","FA für medizinische und chemische Labordiagnostik","","1","1"
"ÖGK-B","Mai.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Mai.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Mai.23","","Gesamt","5862","2643","8505"
"ÖGK-B","Jun.23","1","Arzt für Allgemeinmedizin","809","510","1319"
"ÖGK-B","Jun.23","2","FA für Anästhesiologie und Intensivmedizin","3","2","5"
"ÖGK-B","Jun.23","3","FA für Augenheilkunde und Optometrie","606","1196","1802"
"ÖGK-B","Jun.23","4","FA für Chirurgie","142","49","191"
"ÖGK-B","Jun.23","5","FA für Haut- und Geschlechtskrankheiten","498","401","899"
"ÖGK-B","Jun.23","6","FA für Frauenheilkunde und Geburtshilfe","690","1880","2570"
"ÖGK-B","Jun.23","7","FA für Innere Medizin","789","394","1183"
"ÖGK-B","Jun.23","8","FA für Kinder- und Jugendheilkunde","151","298","449"
"ÖGK-B","Jun.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","240","77","317"
"ÖGK-B","Jun.23","10","FA für Lungenkrankheiten","10","16","26"
"ÖGK-B","Jun.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","74","25","99"
"ÖGK-B","Jun.23","12","FA für Orthopädie und orthopädische Chirurgie","814","425","1239"
"ÖGK-B","Jun.23","13","FA für Physikalische Medizin","12","7","19"
"ÖGK-B","Jun.23","14","FA für Radiologie","88","38","126"
"ÖGK-B","Jun.23","15","FA für Unfallchirurgie","193","56","249"
"ÖGK-B","Jun.23","16","FA für Urologie","229","218","447"
"ÖGK-B","Jun.23","18","FA für Neurochirurgie","21","8","29"
"ÖGK-B","Jun.23","19","FA für Neurologie","241","77","318"
"ÖGK-B","Jun.23","20","FA für Psychiatrie","134","213","347"
"ÖGK-B","Jun.23","21","FA für Plastische Chirurgie","9","11","20"
"ÖGK-B","Jun.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Jun.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jun.23","24","FA für Nuklearmedizin","18","16","34"
"ÖGK-B","Jun.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jun.23","29","FA für Immunologie","","",""
"ÖGK-B","Jun.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jun.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Jun.23","50","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Jun.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jun.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jun.23","","Gesamt","5771","5917","11688"
"ÖGK-B","Jul.23","1","Arzt für Allgemeinmedizin","596","483","1079"
"ÖGK-B","Jul.23","2","FA für Anästhesiologie und Intensivmedizin","1","1","2"
"ÖGK-B","Jul.23","3","FA für Augenheilkunde und Optometrie","592","703","1295"
"ÖGK-B","Jul.23","4","FA für Chirurgie","226","35","261"
"ÖGK-B","Jul.23","5","FA für Haut- und Geschlechtskrankheiten","471","347","818"
"ÖGK-B","Jul.23","6","FA für Frauenheilkunde und Geburtshilfe","859","1232","2091"
"ÖGK-B","Jul.23","7","FA für Innere Medizin","855","315","1170"
"ÖGK-B","Jul.23","8","FA für Kinder- und Jugendheilkunde","225","279","504"
"ÖGK-B","Jul.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","280","79","359"
"ÖGK-B","Jul.23","10","FA für Lungenkrankheiten","14","3","17"
"ÖGK-B","Jul.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","96","13","109"
"ÖGK-B","Jul.23","12","FA für Orthopädie und orthopädische Chirurgie","1434","385","1819"
"ÖGK-B","Jul.23","13","FA für Physikalische Medizin","8","12","20"
"ÖGK-B","Jul.23","14","FA für Radiologie","68","33","101"
"ÖGK-B","Jul.23","15","FA für Unfallchirurgie","342","80","422"
"ÖGK-B","Jul.23","16","FA für Urologie","243","190","433"
"ÖGK-B","Jul.23","18","FA für Neurochirurgie","29","8","37"
"ÖGK-B","Jul.23","19","FA für Neurologie","225","73","298"
"ÖGK-B","Jul.23","20","FA für Psychiatrie","105","134","239"
"ÖGK-B","Jul.23","21","FA für Plastische Chirurgie","24","10","34"
"ÖGK-B","Jul.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Jul.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jul.23","24","FA für Nuklearmedizin","18","11","29"
"ÖGK-B","Jul.23","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jul.23","29","FA für Immunologie","1","1","2"
"ÖGK-B","Jul.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jul.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Jul.23","50","FA für medizinische und chemische Labordiagnostik","2","","2"
"ÖGK-B","Jul.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jul.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jul.23","","Gesamt","6714","4427","11141"
"ÖGK-B","Aug.23","1","Arzt für Allgemeinmedizin","191","212","403"
"ÖGK-B","Aug.23","2","FA für Anästhesiologie und Intensivmedizin","5","2","7"
"ÖGK-B","Aug.23","3","FA für Augenheilkunde und Optometrie","345","477","822"
"ÖGK-B","Aug.23","4","FA für Chirurgie","36","21","57"
"ÖGK-B","Aug.23","5","FA für Haut- und Geschlechtskrankheiten","571","185","756"
"ÖGK-B","Aug.23","6","FA für Frauenheilkunde und Geburtshilfe","506","887","1393"
"ÖGK-B","Aug.23","7","FA für Innere Medizin","642","214","856"
"ÖGK-B","Aug.23","8","FA für Kinder- und Jugendheilkunde","199","127","326"
"ÖGK-B","Aug.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","299","46","345"
"ÖGK-B","Aug.23","10","FA für Lungenkrankheiten","9","5","14"
"ÖGK-B","Aug.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","76","8","84"
"ÖGK-B","Aug.23","12","FA für Orthopädie und orthopädische Chirurgie","674","177","851"
"ÖGK-B","Aug.23","13","FA für Physikalische Medizin","5","9","14"
"ÖGK-B","Aug.23","14","FA für Radiologie","50","12","62"
"ÖGK-B","Aug.23","15","FA für Unfallchirurgie","64","28","92"
"ÖGK-B","Aug.23","16","FA für Urologie","217","94","311"
"ÖGK-B","Aug.23","18","FA für Neurochirurgie","14","2","16"
"ÖGK-B","Aug.23","19","FA für Neurologie","320","29","349"
"ÖGK-B","Aug.23","20","FA für Psychiatrie","161","54","215"
"ÖGK-B","Aug.23","21","FA für Plastische Chirurgie","1","3","4"
"ÖGK-B","Aug.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Aug.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Aug.23","24","FA für Nuklearmedizin","12","7","19"
"ÖGK-B","Aug.23","26","FA für Strahlentherapie - Radioonkologie","1","","1"
"ÖGK-B","Aug.23","29","FA für Immunologie","","",""
"ÖGK-B","Aug.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Aug.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Aug.23","50","FA für medizinische und chemische Labordiagnostik","1","","1"
"ÖGK-B","Aug.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Aug.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","1","","1"
"ÖGK-B","Aug.23","","Gesamt","4400","2599","6999"
"ÖGK-B","Sep.23","1","Arzt für Allgemeinmedizin","770","455","1225"
"ÖGK-B","Sep.23","2","FA für Anästhesiologie und Intensivmedizin","3","","3"
"ÖGK-B","Sep.23","3","FA für Augenheilkunde und Optometrie","754","609","1363"
"ÖGK-B","Sep.23","4","FA für Chirurgie","155","38","193"
"ÖGK-B","Sep.23","5","FA für Haut- und Geschlechtskrankheiten","473","342","815"
"ÖGK-B","Sep.23","6","FA für Frauenheilkunde und Geburtshilfe","817","1090","1907"
"ÖGK-B","Sep.23","7","FA für Innere Medizin","1291","424","1715"
"ÖGK-B","Sep.23","8","FA für Kinder- und Jugendheilkunde","177","295","472"
"ÖGK-B","Sep.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","363","88","451"
"ÖGK-B","Sep.23","10","FA für Lungenkrankheiten","13","5","18"
"ÖGK-B","Sep.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","107","22","129"
"ÖGK-B","Sep.23","12","FA für Orthopädie und orthopädische Chirurgie","1176","429","1605"
"ÖGK-B","Sep.23","13","FA für Physikalische Medizin","11","14","25"
"ÖGK-B","Sep.23","14","FA für Radiologie","85","61","146"
"ÖGK-B","Sep.23","15","FA für Unfallchirurgie","326","83","409"
"ÖGK-B","Sep.23","16","FA für Urologie","296","177","473"
"ÖGK-B","Sep.23","18","FA für Neurochirurgie","39","5","44"
"ÖGK-B","Sep.23","19","FA für Neurologie","425","64","489"
"ÖGK-B","Sep.23","20","FA für Psychiatrie","267","121","388"
"ÖGK-B","Sep.23","21","FA für Plastische Chirurgie","18","5","23"
"ÖGK-B","Sep.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Sep.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Sep.23","24","FA für Nuklearmedizin","19","20","39"
"ÖGK-B","Sep.23","26","FA für Strahlentherapie - Radioonkologie","","2","2"
"ÖGK-B","Sep.23","29","FA für Immunologie","","2","2"
"ÖGK-B","Sep.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Sep.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Sep.23","50","FA für medizinische und chemische Labordiagnostik","3","","3"
"ÖGK-B","Sep.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Sep.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Sep.23","","Gesamt","7588","4351","11939"
"ÖGK-B","Okt.23","1","Arzt für Allgemeinmedizin","588","552","1140"
"ÖGK-B","Okt.23","2","FA für Anästhesiologie und Intensivmedizin","8","","8"
"ÖGK-B","Okt.23","3","FA für Augenheilkunde und Optometrie","799","920","1719"
"ÖGK-B","Okt.23","4","FA für Chirurgie","150","85","235"
"ÖGK-B","Okt.23","5","FA für Haut- und Geschlechtskrankheiten","948","547","1495"
"ÖGK-B","Okt.23","6","FA für Frauenheilkunde und Geburtshilfe","1194","1628","2822"
"ÖGK-B","Okt.23","7","FA für Innere Medizin","1424","630","2054"
"ÖGK-B","Okt.23","8","FA für Kinder- und Jugendheilkunde","281","362","643"
"ÖGK-B","Okt.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","497","149","646"
"ÖGK-B","Okt.23","10","FA für Lungenkrankheiten","27","7","34"
"ÖGK-B","Okt.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","92","28","120"
"ÖGK-B","Okt.23","12","FA für Orthopädie und orthopädische Chirurgie","1787","674","2461"
"ÖGK-B","Okt.23","13","FA für Physikalische Medizin","34","23","57"
"ÖGK-B","Okt.23","14","FA für Radiologie","107","63","170"
"ÖGK-B","Okt.23","15","FA für Unfallchirurgie","240","97","337"
"ÖGK-B","Okt.23","16","FA für Urologie","528","196","724"
"ÖGK-B","Okt.23","18","FA für Neurochirurgie","23","8","31"
"ÖGK-B","Okt.23","19","FA für Neurologie","227","97","324"
"ÖGK-B","Okt.23","20","FA für Psychiatrie","162","179","341"
"ÖGK-B","Okt.23","21","FA für Plastische Chirurgie","8","26","34"
"ÖGK-B","Okt.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Okt.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Okt.23","24","FA für Nuklearmedizin","31","29","60"
"ÖGK-B","Okt.23","26","FA für Strahlentherapie - Radioonkologie","1","1","2"
"ÖGK-B","Okt.23","29","FA für Immunologie","2","2","4"
"ÖGK-B","Okt.23","32","FA für Kinder- und Jugendpsychiatrie","1","","1"
"ÖGK-B","Okt.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Okt.23","50","FA für medizinische und chemische Labordiagnostik","7","1","8"
"ÖGK-B","Okt.23","53","FA für Pathologie und Histologie","1","1","2"
"ÖGK-B","Okt.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Okt.23","","Gesamt","9167","6305","15472"
"ÖGK-B","Nov.23","1","Arzt für Allgemeinmedizin","779","402","1181"
"ÖGK-B","Nov.23","2","FA für Anästhesiologie und Intensivmedizin","5","","5"
"ÖGK-B","Nov.23","3","FA für Augenheilkunde und Optometrie","1074","564","1638"
"ÖGK-B","Nov.23","4","FA für Chirurgie","147","51","198"
"ÖGK-B","Nov.23","5","FA für Haut- und Geschlechtskrankheiten","625","343","968"
"ÖGK-B","Nov.23","6","FA für Frauenheilkunde und Geburtshilfe","1371","1096","2467"
"ÖGK-B","Nov.23","7","FA für Innere Medizin","1876","468","2344"
"ÖGK-B","Nov.23","8","FA für Kinder- und Jugendheilkunde","339","316","655"
"ÖGK-B","Nov.23","9","FA für Hals-, Nasen- und Ohrenerkrankungen","322","94","416"
"ÖGK-B","Nov.23","10","FA für Lungenkrankheiten","20","4","24"
"ÖGK-B","Nov.23","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","138","25","163"
"ÖGK-B","Nov.23","12","FA für Orthopädie und orthopädische Chirurgie","1834","581","2415"
"ÖGK-B","Nov.23","13","FA für Physikalische Medizin","17","15","32"
"ÖGK-B","Nov.23","14","FA für Radiologie","114","27","141"
"ÖGK-B","Nov.23","15","FA für Unfallchirurgie","275","72","347"
"ÖGK-B","Nov.23","16","FA für Urologie","428","152","580"
"ÖGK-B","Nov.23","18","FA für Neurochirurgie","31","12","43"
"ÖGK-B","Nov.23","19","FA für Neurologie","396","71","467"
"ÖGK-B","Nov.23","20","FA für Psychiatrie","186","123","309"
"ÖGK-B","Nov.23","21","FA für Plastische Chirurgie","28","14","42"
"ÖGK-B","Nov.23","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Nov.23","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Nov.23","24","FA für Nuklearmedizin","21","16","37"
"ÖGK-B","Nov.23","26","FA für Strahlentherapie - Radioonkologie","1","","1"
"ÖGK-B","Nov.23","29","FA für Immunologie","2","2","4"
"ÖGK-B","Nov.23","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Nov.23","34","FA für medizinische Biologie","","",""
"ÖGK-B","Nov.23","50","FA für medizinische und chemische Labordiagnostik","4","","4"
"ÖGK-B","Nov.23","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Nov.23","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Nov.23","","Gesamt","10033","4448","14481"
"ÖGK-B","Dez.23","1","Arzt für Allgemeinmedizin","633","464","1097"
"ÖGK-B","Dez.23","2","FA für Anästhesiologie und Intensivmedizin","12","5","17"
"ÖGK-B","Dez.23","3","FA für Augenheilkunde und Optometrie","739","634","1373"
"ÖGK-B","Dez.23","4","FA für Chirurgie","142","39","181"
"ÖGK-B","Dez.23","5","FA für Haut- und Geschlechtskrankheiten","574","384","958"
"ÖGK-B","Dez.23","6","FA für Frauenheilkunde und Geburtshilfe","985","1083","2068"
"ÖGK-B","Dez.23","7","FA für Innere Medizin","1325","412","1737"
"ÖGK-B","Dez.23","8","FA für Kinder- und Jugendheilkunde","177","298","475"
