"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK","Mär.21","","Gesamt","280521","98723","379244"
"ÖGK","Apr.21","1","Arzt für Allgemeinmedizin","55830","26939","82769"
"ÖGK","Apr.21","2","FA für Anästhesiologie und Intensivmedizin","539","158","697"
"ÖGK","Apr.21","3","FA für Augenheilkunde und Optometrie","21417","6937","28354"
"ÖGK","Apr.21","4","FA für Chirurgie","9207","2049","11256"
"ÖGK","Apr.21","5","FA für Haut- und Geschlechtskrankheiten","22763","8695","31458"
"ÖGK","Apr.21","6","FA für Frauenheilkunde und Geburtshilfe","45707","16161","61868"
"ÖGK","Apr.21","7","FA für Innere Medizin","25972","6312","32284"
"ÖGK","Apr.21","8","FA für Kinder- und Jugendheilkunde","12181","11536","23717"
"ÖGK","Apr.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","5257","2289","7546"
"ÖGK","Apr.21","10","FA für Lungenkrankheiten","1101","747","1848"
"ÖGK","Apr.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","5328","1591","6919"
"ÖGK","Apr.21","12","FA für Orthopädie und orthopädische Chirurgie","18342","5744","24086"
"ÖGK","Apr.21","13","FA für Physikalische Medizin","758","447","1205"
"ÖGK","Apr.21","14","FA für Radiologie","1767","586","2353"
"ÖGK","Apr.21","15","FA für Unfallchirurgie","4647","1647","6294"
"ÖGK","Apr.21","16","FA für Urologie","7098","1706","8804"
"ÖGK","Apr.21","18","FA für Neurochirurgie","991","270","1261"
"ÖGK","Apr.21","19","FA für Neurologie","3873","1093","4966"
"ÖGK","Apr.21","20","FA für Psychiatrie","4592","2244","6836"
"ÖGK","Apr.21","21","FA für Plastische Chirurgie","390","194","584"
"ÖGK","Apr.21","22","FA für Kinderchirurgie","115","92","207"
"ÖGK","Apr.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","605","98","703"
"ÖGK","Apr.21","24","FA für Nuklearmedizin","793","316","1109"
"ÖGK","Apr.21","26","FA für Strahlentherapie - Radioonkologie","23","4","27"
"ÖGK","Apr.21","29","FA für Immunologie","8","13","21"
"ÖGK","Apr.21","32","FA für Kinder- und Jugendpsychiatrie","331","175","506"
"ÖGK","Apr.21","34","FA für medizinische Biologie","","",""
"ÖGK","Apr.21","50","FA für medizinische und chemische Labordiagnostik","191","169","360"
"ÖGK","Apr.21","53","FA für Pathologie und Histologie","26","14","40"
"ÖGK","Apr.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","36","17","53"
"ÖGK","Apr.21","","Gesamt","249888","98243","348131"
"ÖGK","Mai.21","1","Arzt für Allgemeinmedizin","47701","24748","72449"
"ÖGK","Mai.21","2","FA für Anästhesiologie und Intensivmedizin","438","130","568"
"ÖGK","Mai.21","3","FA für Augenheilkunde und Optometrie","16294","6852","23146"
"ÖGK","Mai.21","4","FA für Chirurgie","5083","1715","6798"
"ÖGK","Mai.21","5","FA für Haut- und Geschlechtskrankheiten","19616","8203","27819"
"ÖGK","Mai.21","6","FA für Frauenheilkunde und Geburtshilfe","35815","14685","50500"
"ÖGK","Mai.21","7","FA für Innere Medizin","19044","6006","25050"
"ÖGK","Mai.21","8","FA für Kinder- und Jugendheilkunde","9764","10187","19951"
"ÖGK","Mai.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4095","2039","6134"
"ÖGK","Mai.21","10","FA für Lungenkrankheiten","1037","684","1721"
"ÖGK","Mai.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","3800","1657","5457"
"ÖGK","Mai.21","12","FA für Orthopädie und orthopädische Chirurgie","13311","5218","18529"
"ÖGK","Mai.21","13","FA für Physikalische Medizin","562","296","858"
"ÖGK","Mai.21","14","FA für Radiologie","1593","579","2172"
"ÖGK","Mai.21","15","FA für Unfallchirurgie","3663","1584","5247"
"ÖGK","Mai.21","16","FA für Urologie","4849","1597","6446"
"ÖGK","Mai.21","18","FA für Neurochirurgie","713","236","949"
"ÖGK","Mai.21","19","FA für Neurologie","3076","1027","4103"
"ÖGK","Mai.21","20","FA für Psychiatrie","3640","1912","5552"
"ÖGK","Mai.21","21","FA für Plastische Chirurgie","319","171","490"
"ÖGK","Mai.21","22","FA für Kinderchirurgie","98","125","223"
"ÖGK","Mai.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","448","76","524"
"ÖGK","Mai.21","24","FA für Nuklearmedizin","775","257","1032"
"ÖGK","Mai.21","26","FA für Strahlentherapie - Radioonkologie","14","7","21"
"ÖGK","Mai.21","29","FA für Immunologie","5","10","15"
"ÖGK","Mai.21","32","FA für Kinder- und Jugendpsychiatrie","304","131","435"
"ÖGK","Mai.21","34","FA für medizinische Biologie","","",""
"ÖGK","Mai.21","50","FA für medizinische und chemische Labordiagnostik","169","131","300"
"ÖGK","Mai.21","53","FA für Pathologie und Histologie","31","17","48"
"ÖGK","Mai.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","27","18","45"
"ÖGK","Mai.21","","Gesamt","196284","90298","286582"
"ÖGK","Jun.21","1","Arzt für Allgemeinmedizin","52959","27268","80227"
"ÖGK","Jun.21","2","FA für Anästhesiologie und Intensivmedizin","519","162","681"
"ÖGK","Jun.21","3","FA für Augenheilkunde und Optometrie","18540","6970","25510"
"ÖGK","Jun.21","4","FA für Chirurgie","6403","2020","8423"
"ÖGK","Jun.21","5","FA für Haut- und Geschlechtskrankheiten","22042","8841","30883"
"ÖGK","Jun.21","6","FA für Frauenheilkunde und Geburtshilfe","41997","16670","58667"
"ÖGK","Jun.21","7","FA für Innere Medizin","24079","6622","30701"
"ÖGK","Jun.21","8","FA für Kinder- und Jugendheilkunde","11867","12171","24038"
"ÖGK","Jun.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4761","2186","6947"
"ÖGK","Jun.21","10","FA für Lungenkrankheiten","1205","681","1886"
"ÖGK","Jun.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","4234","1772","6006"
"ÖGK","Jun.21","12","FA für Orthopädie und orthopädische Chirurgie","16001","5334","21335"
"ÖGK","Jun.21","13","FA für Physikalische Medizin","564","453","1017"
"ÖGK","Jun.21","14","FA für Radiologie","1417","581","1998"
"ÖGK","Jun.21","15","FA für Unfallchirurgie","4336","1716","6052"
"ÖGK","Jun.21","16","FA für Urologie","6073","1664","7737"
"ÖGK","Jun.21","18","FA für Neurochirurgie","932","283","1215"
"ÖGK","Jun.21","19","FA für Neurologie","4007","1246","5253"
"ÖGK","Jun.21","20","FA für Psychiatrie","4168","2256","6424"
"ÖGK","Jun.21","21","FA für Plastische Chirurgie","368","182","550"
"ÖGK","Jun.21","22","FA für Kinderchirurgie","93","161","254"
"ÖGK","Jun.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","412","66","478"
"ÖGK","Jun.21","24","FA für Nuklearmedizin","651","319","970"
"ÖGK","Jun.21","26","FA für Strahlentherapie - Radioonkologie","20","6","26"
"ÖGK","Jun.21","29","FA für Immunologie","3","9","12"
"ÖGK","Jun.21","32","FA für Kinder- und Jugendpsychiatrie","387","184","571"
"ÖGK","Jun.21","34","FA für medizinische Biologie","","",""
"ÖGK","Jun.21","50","FA für medizinische und chemische Labordiagnostik","177","154","331"
"ÖGK","Jun.21","53","FA für Pathologie und Histologie","24","16","40"
"ÖGK","Jun.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25","17","42"
"ÖGK","Jun.21","","Gesamt","228264","100010","328274"
"ÖGK","Jul.21","1","Arzt für Allgemeinmedizin","50676","27539","78215"
"ÖGK","Jul.21","2","FA für Anästhesiologie und Intensivmedizin","484","129","613"
"ÖGK","Jul.21","3","FA für Augenheilkunde und Optometrie","18138","7171","25309"
"ÖGK","Jul.21","4","FA für Chirurgie","5780","1948","7728"
"ÖGK","Jul.21","5","FA für Haut- und Geschlechtskrankheiten","20789","9167","29956"
"ÖGK","Jul.21","6","FA für Frauenheilkunde und Geburtshilfe","40184","16083","56267"
"ÖGK","Jul.21","7","FA für Innere Medizin","24273","6938","31211"
"ÖGK","Jul.21","8","FA für Kinder- und Jugendheilkunde","11451","12283","23734"
"ÖGK","Jul.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4652","2252","6904"
"ÖGK","Jul.21","10","FA für Lungenkrankheiten","854","637","1491"
"ÖGK","Jul.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","4511","2069","6580"
"ÖGK","Jul.21","12","FA für Orthopädie und orthopädische Chirurgie","14888","5806","20694"
"ÖGK","Jul.21","13","FA für Physikalische Medizin","482","383","865"
"ÖGK","Jul.21","14","FA für Radiologie","1295","626","1921"
"ÖGK","Jul.21","15","FA für Unfallchirurgie","4058","1897","5955"
"ÖGK","Jul.21","16","FA für Urologie","5807","1696","7503"
"ÖGK","Jul.21","18","FA für Neurochirurgie","825","240","1065"
"ÖGK","Jul.21","19","FA für Neurologie","3850","1364","5214"
"ÖGK","Jul.21","20","FA für Psychiatrie","4090","2563","6653"
"ÖGK","Jul.21","21","FA für Plastische Chirurgie","329","207","536"
"ÖGK","Jul.21","22","FA für Kinderchirurgie","62","141","203"
"ÖGK","Jul.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","505","99","604"
"ÖGK","Jul.21","24","FA für Nuklearmedizin","682","345","1027"
"ÖGK","Jul.21","26","FA für Strahlentherapie - Radioonkologie","17","4","21"
"ÖGK","Jul.21","29","FA für Immunologie","9","6","15"
"ÖGK","Jul.21","32","FA für Kinder- und Jugendpsychiatrie","371","265","636"
"ÖGK","Jul.21","34","FA für medizinische Biologie","","",""
"ÖGK","Jul.21","50","FA für medizinische und chemische Labordiagnostik","108","141","249"
"ÖGK","Jul.21","53","FA für Pathologie und Histologie","39","24","63"
"ÖGK","Jul.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25","10","35"
"ÖGK","Jul.21","","Gesamt","219234","102033","321267"
"ÖGK","Aug.21","1","Arzt für Allgemeinmedizin","40954","26215","67169"
"ÖGK","Aug.21","2","FA für Anästhesiologie und Intensivmedizin","378","142","520"
"ÖGK","Aug.21","3","FA für Augenheilkunde und Optometrie","15763","6499","22262"
"ÖGK","Aug.21","4","FA für Chirurgie","4517","1843","6360"
"ÖGK","Aug.21","5","FA für Haut- und Geschlechtskrankheiten","18345","8682","27027"
"ÖGK","Aug.21","6","FA für Frauenheilkunde und Geburtshilfe","31256","16588","47844"
"ÖGK","Aug.21","7","FA für Innere Medizin","17990","6339","24329"
"ÖGK","Aug.21","8","FA für Kinder- und Jugendheilkunde","9363","11937","21300"
"ÖGK","Aug.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","3969","2460","6429"
"ÖGK","Aug.21","10","FA für Lungenkrankheiten","641","680","1321"
"ÖGK","Aug.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","3553","2283","5836"
"ÖGK","Aug.21","12","FA für Orthopädie und orthopädische Chirurgie","12895","5837","18732"
"ÖGK","Aug.21","13","FA für Physikalische Medizin","510","383","893"
"ÖGK","Aug.21","14","FA für Radiologie","1202","638","1840"
"ÖGK","Aug.21","15","FA für Unfallchirurgie","3306","1995","5301"
"ÖGK","Aug.21","16","FA für Urologie","4262","1732","5994"
"ÖGK","Aug.21","18","FA für Neurochirurgie","762","306","1068"
"ÖGK","Aug.21","19","FA für Neurologie","2977","1474","4451"
"ÖGK","Aug.21","20","FA für Psychiatrie","3472","2805","6277"
"ÖGK","Aug.21","21","FA für Plastische Chirurgie","251","184","435"
"ÖGK","Aug.21","22","FA für Kinderchirurgie","43","137","180"
"ÖGK","Aug.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","334","121","455"
"ÖGK","Aug.21","24","FA für Nuklearmedizin","499","346","845"
"ÖGK","Aug.21","26","FA für Strahlentherapie - Radioonkologie","11","6","17"
"ÖGK","Aug.21","29","FA für Immunologie","4","10","14"
"ÖGK","Aug.21","32","FA für Kinder- und Jugendpsychiatrie","298","223","521"
"ÖGK","Aug.21","34","FA für medizinische Biologie","","",""
"ÖGK","Aug.21","50","FA für medizinische und chemische Labordiagnostik","98","151","249"
"ÖGK","Aug.21","53","FA für Pathologie und Histologie","16","17","33"
"ÖGK","Aug.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","16","12","28"
"ÖGK","Aug.21","","Gesamt","177685","100045","277730"
"ÖGK","Sep.21","1","Arzt für Allgemeinmedizin","46560","27474","74034"
"ÖGK","Sep.21","2","FA für Anästhesiologie und Intensivmedizin","466","144","610"
"ÖGK","Sep.21","3","FA für Augenheilkunde und Optometrie","16200","7724","23924"
"ÖGK","Sep.21","4","FA für Chirurgie","4862","1927","6789"
"ÖGK","Sep.21","5","FA für Haut- und Geschlechtskrankheiten","17696","8611","26307"
"ÖGK","Sep.21","6","FA für Frauenheilkunde und Geburtshilfe","35385","17229","52614"
"ÖGK","Sep.21","7","FA für Innere Medizin","19401","6721","26122"
"ÖGK","Sep.21","8","FA für Kinder- und Jugendheilkunde","9898","11940","21838"
"ÖGK","Sep.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4267","2572","6839"
"ÖGK","Sep.21","10","FA für Lungenkrankheiten","665","706","1371"
"ÖGK","Sep.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","5375","1902","7277"
"ÖGK","Sep.21","12","FA für Orthopädie und orthopädische Chirurgie","13287","5740","19027"
"ÖGK","Sep.21","13","FA für Physikalische Medizin","520","373","893"
"ÖGK","Sep.21","14","FA für Radiologie","1276","692","1968"
"ÖGK","Sep.21","15","FA für Unfallchirurgie","3572","1993","5565"
"ÖGK","Sep.21","16","FA für Urologie","5189","1721","6910"
"ÖGK","Sep.21","18","FA für Neurochirurgie","807","328","1135"
"ÖGK","Sep.21","19","FA für Neurologie","4348","1499","5847"
"ÖGK","Sep.21","20","FA für Psychiatrie","4659","2750","7409"
"ÖGK","Sep.21","21","FA für Plastische Chirurgie","257","176","433"
"ÖGK","Sep.21","22","FA für Kinderchirurgie","47","139","186"
"ÖGK","Sep.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","330","100","430"
"ÖGK","Sep.21","24","FA für Nuklearmedizin","573","382","955"
"ÖGK","Sep.21","26","FA für Strahlentherapie - Radioonkologie","11","3","14"
"ÖGK","Sep.21","29","FA für Immunologie","4","10","14"
"ÖGK","Sep.21","32","FA für Kinder- und Jugendpsychiatrie","389","167","556"
"ÖGK","Sep.21","34","FA für medizinische Biologie","","",""
"ÖGK","Sep.21","50","FA für medizinische und chemische Labordiagnostik","108","114","222"
"ÖGK","Sep.21","53","FA für Pathologie und Histologie","15","17","32"
"ÖGK","Sep.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","25","15","40"
"ÖGK","Sep.21","","Gesamt","196192","103169","299361"
"ÖGK","Okt.21","1","Arzt für Allgemeinmedizin","46886","31722","78608"
"ÖGK","Okt.21","2","FA für Anästhesiologie und Intensivmedizin","419","122","541"
"ÖGK","Okt.21","3","FA für Augenheilkunde und Optometrie","17387","7881","25268"
"ÖGK","Okt.21","4","FA für Chirurgie","4935","2079","7014"
"ÖGK","Okt.21","5","FA für Haut- und Geschlechtskrankheiten","17979","9458","27437"
"ÖGK","Okt.21","6","FA für Frauenheilkunde und Geburtshilfe","39138","18318","57456"
"ÖGK","Okt.21","7","FA für Innere Medizin","20021","7581","27602"
"ÖGK","Okt.21","8","FA für Kinder- und Jugendheilkunde","10199","13744","23943"
"ÖGK","Okt.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4623","2777","7400"
"ÖGK","Okt.21","10","FA für Lungenkrankheiten","711","754","1465"
"ÖGK","Okt.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","3746","2378","6124"
"ÖGK","Okt.21","12","FA für Orthopädie und orthopädische Chirurgie","14276","6374","20650"
"ÖGK","Okt.21","13","FA für Physikalische Medizin","419","508","927"
"ÖGK","Okt.21","14","FA für Radiologie","1570","657","2227"
"ÖGK","Okt.21","15","FA für Unfallchirurgie","4061","2099","6160"
"ÖGK","Okt.21","16","FA für Urologie","5142","1885","7027"
"ÖGK","Okt.21","18","FA für Neurochirurgie","800","269","1069"
"ÖGK","Okt.21","19","FA für Neurologie","8913","1762","10675"
"ÖGK","Okt.21","20","FA für Psychiatrie","4124","3373","7497"
"ÖGK","Okt.21","21","FA für Plastische Chirurgie","238","192","430"
"ÖGK","Okt.21","22","FA für Kinderchirurgie","41","130","171"
"ÖGK","Okt.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","360","154","514"
"ÖGK","Okt.21","24","FA für Nuklearmedizin","638","319","957"
"ÖGK","Okt.21","26","FA für Strahlentherapie - Radioonkologie","14","6","20"
"ÖGK","Okt.21","29","FA für Immunologie","10","15","25"
"ÖGK","Okt.21","32","FA für Kinder- und Jugendpsychiatrie","506","251","757"
"ÖGK","Okt.21","34","FA für medizinische Biologie","","",""
"ÖGK","Okt.21","50","FA für medizinische und chemische Labordiagnostik","95","157","252"
"ÖGK","Okt.21","53","FA für Pathologie und Histologie","14","23","37"
"ÖGK","Okt.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","16","16","32"
"ÖGK","Okt.21","","Gesamt","207281","115004","322285"
"ÖGK","Nov.21","1","Arzt für Allgemeinmedizin","49232","33615","82847"
"ÖGK","Nov.21","2","FA für Anästhesiologie und Intensivmedizin","465","188","653"
"ÖGK","Nov.21","3","FA für Augenheilkunde und Optometrie","18215","8672","26887"
"ÖGK","Nov.21","4","FA für Chirurgie","5433","2516","7949"
"ÖGK","Nov.21","5","FA für Haut- und Geschlechtskrankheiten","17916","10687","28603"
"ÖGK","Nov.21","6","FA für Frauenheilkunde und Geburtshilfe","37299","20111","57410"
"ÖGK","Nov.21","7","FA für Innere Medizin","21358","8061","29419"
"ÖGK","Nov.21","8","FA für Kinder- und Jugendheilkunde","11023","16639","27662"
"ÖGK","Nov.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","4925","3886","8811"
"ÖGK","Nov.21","10","FA für Lungenkrankheiten","706","860","1566"
"ÖGK","Nov.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","4646","2452","7098"
"ÖGK","Nov.21","12","FA für Orthopädie und orthopädische Chirurgie","14560","6784","21344"
"ÖGK","Nov.21","13","FA für Physikalische Medizin","482","478","960"
"ÖGK","Nov.21","14","FA für Radiologie","1433","729","2162"
"ÖGK","Nov.21","15","FA für Unfallchirurgie","3851","2403","6254"
"ÖGK","Nov.21","16","FA für Urologie","5486","2049","7535"
"ÖGK","Nov.21","18","FA für Neurochirurgie","918","335","1253"
"ÖGK","Nov.21","19","FA für Neurologie","3955","1579","5534"
"ÖGK","Nov.21","20","FA für Psychiatrie","4332","3348","7680"
"ÖGK","Nov.21","21","FA für Plastische Chirurgie","269","192","461"
"ÖGK","Nov.21","22","FA für Kinderchirurgie","39","128","167"
"ÖGK","Nov.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","482","136","618"
"ÖGK","Nov.21","24","FA für Nuklearmedizin","541","415","956"
"ÖGK","Nov.21","26","FA für Strahlentherapie - Radioonkologie","10","7","17"
"ÖGK","Nov.21","29","FA für Immunologie","7","9","16"
"ÖGK","Nov.21","32","FA für Kinder- und Jugendpsychiatrie","571","314","885"
"ÖGK","Nov.21","34","FA für medizinische Biologie","","",""
"ÖGK","Nov.21","50","FA für medizinische und chemische Labordiagnostik","107","169","276"
"ÖGK","Nov.21","53","FA für Pathologie und Histologie","16","22","38"
"ÖGK","Nov.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","18","11","29"
"ÖGK","Nov.21","","Gesamt","208295","126795","335090"
"ÖGK","Dez.21","1","Arzt für Allgemeinmedizin","42320","33780","76100"
"ÖGK","Dez.21","2","FA für Anästhesiologie und Intensivmedizin","419","141","560"
"ÖGK","Dez.21","3","FA für Augenheilkunde und Optometrie","16308","8909","25217"
"ÖGK","Dez.21","4","FA für Chirurgie","4777","2686","7463"
"ÖGK","Dez.21","5","FA für Haut- und Geschlechtskrankheiten","17302","13906","31208"
"ÖGK","Dez.21","6","FA für Frauenheilkunde und Geburtshilfe","34208","19628","53836"
"ÖGK","Dez.21","7","FA für Innere Medizin","19444","9409","28853"
"ÖGK","Dez.21","8","FA für Kinder- und Jugendheilkunde","10743","16786","27529"
