"ÖGK-LS","Monat.Jahr","FG-Code","Fachrichtung","postal","online","Gesamt"
"ÖGK-B","Jul.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","113","12","125"
"ÖGK-B","Jul.21","10","FA für Lungenkrankheiten","1","1","2"
"ÖGK-B","Jul.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","84","10","94"
"ÖGK-B","Jul.21","12","FA für Orthopädie und orthopädische Chirurgie","304","50","354"
"ÖGK-B","Jul.21","13","FA für Physikalische Medizin","1","","1"
"ÖGK-B","Jul.21","14","FA für Radiologie","8","3","11"
"ÖGK-B","Jul.21","15","FA für Unfallchirurgie","74","8","82"
"ÖGK-B","Jul.21","16","FA für Urologie","71","53","124"
"ÖGK-B","Jul.21","18","FA für Neurochirurgie","11","3","14"
"ÖGK-B","Jul.21","19","FA für Neurologie","44","19","63"
"ÖGK-B","Jul.21","20","FA für Psychiatrie","67","21","88"
"ÖGK-B","Jul.21","21","FA für Plastische Chirurgie","3","2","5"
"ÖGK-B","Jul.21","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Jul.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Jul.21","24","FA für Nuklearmedizin","1","1","2"
"ÖGK-B","Jul.21","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Jul.21","29","FA für Immunologie","","",""
"ÖGK-B","Jul.21","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Jul.21","34","FA für medizinische Biologie","","",""
"ÖGK-B","Jul.21","50","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Jul.21","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Jul.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Jul.21","","Gesamt","2790","1018","3808"
"ÖGK-B","Aug.21","1","Arzt für Allgemeinmedizin","841","256","1097"
"ÖGK-B","Aug.21","2","FA für Anästhesiologie und Intensivmedizin","","",""
"ÖGK-B","Aug.21","3","FA für Augenheilkunde und Optometrie","366","230","596"
"ÖGK-B","Aug.21","4","FA für Chirurgie","82","8","90"
"ÖGK-B","Aug.21","5","FA für Haut- und Geschlechtskrankheiten","493","108","601"
"ÖGK-B","Aug.21","6","FA für Frauenheilkunde und Geburtshilfe","592","463","1055"
"ÖGK-B","Aug.21","7","FA für Innere Medizin","577","89","666"
"ÖGK-B","Aug.21","8","FA für Kinder- und Jugendheilkunde","154","38","192"
"ÖGK-B","Aug.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","155","8","163"
"ÖGK-B","Aug.21","10","FA für Lungenkrankheiten","29","1","30"
"ÖGK-B","Aug.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","85","17","102"
"ÖGK-B","Aug.21","12","FA für Orthopädie und orthopädische Chirurgie","518","61","579"
"ÖGK-B","Aug.21","13","FA für Physikalische Medizin","14","2","16"
"ÖGK-B","Aug.21","14","FA für Radiologie","19","4","23"
"ÖGK-B","Aug.21","15","FA für Unfallchirurgie","111","17","128"
"ÖGK-B","Aug.21","16","FA für Urologie","175","62","237"
"ÖGK-B","Aug.21","18","FA für Neurochirurgie","16","","16"
"ÖGK-B","Aug.21","19","FA für Neurologie","94","13","107"
"ÖGK-B","Aug.21","20","FA für Psychiatrie","99","16","115"
"ÖGK-B","Aug.21","21","FA für Plastische Chirurgie","4","","4"
"ÖGK-B","Aug.21","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Aug.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","","",""
"ÖGK-B","Aug.21","24","FA für Nuklearmedizin","2","","2"
"ÖGK-B","Aug.21","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Aug.21","29","FA für Immunologie","","",""
"ÖGK-B","Aug.21","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Aug.21","34","FA für medizinische Biologie","","",""
"ÖGK-B","Aug.21","50","FA für medizinische und chemische Labordiagnostik","1","","1"
"ÖGK-B","Aug.21","53","FA für Pathologie und Histologie","1","","1"
"ÖGK-B","Aug.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Aug.21","","Gesamt","4428","1393","5821"
"ÖGK-B","Sep.21","1","Arzt für Allgemeinmedizin","949","501","1450"
"ÖGK-B","Sep.21","2","FA für Anästhesiologie und Intensivmedizin","","",""
"ÖGK-B","Sep.21","3","FA für Augenheilkunde und Optometrie","517","357","874"
"ÖGK-B","Sep.21","4","FA für Chirurgie","108","17","125"
"ÖGK-B","Sep.21","5","FA für Haut- und Geschlechtskrankheiten","561","153","714"
"ÖGK-B","Sep.21","6","FA für Frauenheilkunde und Geburtshilfe","758","694","1452"
"ÖGK-B","Sep.21","7","FA für Innere Medizin","746","135","881"
"ÖGK-B","Sep.21","8","FA für Kinder- und Jugendheilkunde","178","65","243"
"ÖGK-B","Sep.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","317","41","358"
"ÖGK-B","Sep.21","10","FA für Lungenkrankheiten","8","3","11"
"ÖGK-B","Sep.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","182","16","198"
"ÖGK-B","Sep.21","12","FA für Orthopädie und orthopädische Chirurgie","715","115","830"
"ÖGK-B","Sep.21","13","FA für Physikalische Medizin","4","2","6"
"ÖGK-B","Sep.21","14","FA für Radiologie","22","5","27"
"ÖGK-B","Sep.21","15","FA für Unfallchirurgie","118","27","145"
"ÖGK-B","Sep.21","16","FA für Urologie","184","133","317"
"ÖGK-B","Sep.21","18","FA für Neurochirurgie","25","1","26"
"ÖGK-B","Sep.21","19","FA für Neurologie","132","15","147"
"ÖGK-B","Sep.21","20","FA für Psychiatrie","108","26","134"
"ÖGK-B","Sep.21","21","FA für Plastische Chirurgie","3","1","4"
"ÖGK-B","Sep.21","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Sep.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","1","2","3"
"ÖGK-B","Sep.21","24","FA für Nuklearmedizin","8","","8"
"ÖGK-B","Sep.21","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Sep.21","29","FA für Immunologie","","",""
"ÖGK-B","Sep.21","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Sep.21","34","FA für medizinische Biologie","","",""
"ÖGK-B","Sep.21","50","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Sep.21","53","FA für Pathologie und Histologie","1","","1"
"ÖGK-B","Sep.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Sep.21","","Gesamt","5645","2309","7954"
"ÖGK-B","Okt.21","1","Arzt für Allgemeinmedizin","1099","276","1375"
"ÖGK-B","Okt.21","2","FA für Anästhesiologie und Intensivmedizin","","",""
"ÖGK-B","Okt.21","3","FA für Augenheilkunde und Optometrie","427","251","678"
"ÖGK-B","Okt.21","4","FA für Chirurgie","120","9","129"
"ÖGK-B","Okt.21","5","FA für Haut- und Geschlechtskrankheiten","516","96","612"
"ÖGK-B","Okt.21","6","FA für Frauenheilkunde und Geburtshilfe","756","694","1450"
"ÖGK-B","Okt.21","7","FA für Innere Medizin","695","72","767"
"ÖGK-B","Okt.21","8","FA für Kinder- und Jugendheilkunde","174","51","225"
"ÖGK-B","Okt.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","249","21","270"
"ÖGK-B","Okt.21","10","FA für Lungenkrankheiten","8","2","10"
"ÖGK-B","Okt.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","183","15","198"
"ÖGK-B","Okt.21","12","FA für Orthopädie und orthopädische Chirurgie","805","126","931"
"ÖGK-B","Okt.21","13","FA für Physikalische Medizin","22","1","23"
"ÖGK-B","Okt.21","14","FA für Radiologie","26","5","31"
"ÖGK-B","Okt.21","15","FA für Unfallchirurgie","118","14","132"
"ÖGK-B","Okt.21","16","FA für Urologie","241","84","325"
"ÖGK-B","Okt.21","18","FA für Neurochirurgie","13","3","16"
"ÖGK-B","Okt.21","19","FA für Neurologie","185","17","202"
"ÖGK-B","Okt.21","20","FA für Psychiatrie","99","22","121"
"ÖGK-B","Okt.21","21","FA für Plastische Chirurgie","3","1","4"
"ÖGK-B","Okt.21","22","FA für Kinderchirurgie","","1","1"
"ÖGK-B","Okt.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","7","2","9"
"ÖGK-B","Okt.21","24","FA für Nuklearmedizin","2","","2"
"ÖGK-B","Okt.21","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Okt.21","29","FA für Immunologie","1","","1"
"ÖGK-B","Okt.21","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Okt.21","34","FA für medizinische Biologie","","",""
"ÖGK-B","Okt.21","50","FA für medizinische und chemische Labordiagnostik","","",""
"ÖGK-B","Okt.21","53","FA für Pathologie und Histologie","","",""
"ÖGK-B","Okt.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Okt.21","","Gesamt","5749","1763","7512"
"ÖGK-B","Nov.21","1","Arzt für Allgemeinmedizin","966","459","1425"
"ÖGK-B","Nov.21","2","FA für Anästhesiologie und Intensivmedizin","1","","1"
"ÖGK-B","Nov.21","3","FA für Augenheilkunde und Optometrie","510","249","759"
"ÖGK-B","Nov.21","4","FA für Chirurgie","71","17","88"
"ÖGK-B","Nov.21","5","FA für Haut- und Geschlechtskrankheiten","401","124","525"
"ÖGK-B","Nov.21","6","FA für Frauenheilkunde und Geburtshilfe","723","772","1495"
"ÖGK-B","Nov.21","7","FA für Innere Medizin","704","97","801"
"ÖGK-B","Nov.21","8","FA für Kinder- und Jugendheilkunde","146","75","221"
"ÖGK-B","Nov.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","193","20","213"
"ÖGK-B","Nov.21","10","FA für Lungenkrankheiten","15","5","20"
"ÖGK-B","Nov.21","11","FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie","128","29","157"
"ÖGK-B","Nov.21","12","FA für Orthopädie und orthopädische Chirurgie","606","145","751"
"ÖGK-B","Nov.21","13","FA für Physikalische Medizin","9","3","12"
"ÖGK-B","Nov.21","14","FA für Radiologie","29","6","35"
"ÖGK-B","Nov.21","15","FA für Unfallchirurgie","131","23","154"
"ÖGK-B","Nov.21","16","FA für Urologie","223","137","360"
"ÖGK-B","Nov.21","18","FA für Neurochirurgie","16","2","18"
"ÖGK-B","Nov.21","19","FA für Neurologie","168","12","180"
"ÖGK-B","Nov.21","20","FA für Psychiatrie","123","47","170"
"ÖGK-B","Nov.21","21","FA für Plastische Chirurgie","6","1","7"
"ÖGK-B","Nov.21","22","FA für Kinderchirurgie","","",""
"ÖGK-B","Nov.21","23","FA für Mund., Kiefer- und Gesichtschirurgie","1","","1"
"ÖGK-B","Nov.21","24","FA für Nuklearmedizin","1","2","3"
"ÖGK-B","Nov.21","26","FA für Strahlentherapie - Radioonkologie","","",""
"ÖGK-B","Nov.21","29","FA für Immunologie","","",""
"ÖGK-B","Nov.21","32","FA für Kinder- und Jugendpsychiatrie","","",""
"ÖGK-B","Nov.21","34","FA für medizinische Biologie","","",""
"ÖGK-B","Nov.21","50","FA für medizinische und chemische Labordiagnostik","1","1","2"
"ÖGK-B","Nov.21","53","FA für Pathologie und Histologie","1","1","2"
"ÖGK-B","Nov.21","55","FA für Hygiene und Mikrobiologie bzw. Labordiagnostik","","",""
"ÖGK-B","Nov.21","","Gesamt","5173","2227","7400"
"ÖGK-B","Dez.21","1","Arzt für Allgemeinmedizin","602","337","939"
"ÖGK-B","Dez.21","2","FA für Anästhesiologie und Intensivmedizin","","",""
"ÖGK-B","Dez.21","3","FA für Augenheilkunde und Optometrie","326","265","591"
"ÖGK-B","Dez.21","4","FA für Chirurgie","75","30","105"
"ÖGK-B","Dez.21","5","FA für Haut- und Geschlechtskrankheiten","354","124","478"
"ÖGK-B","Dez.21","6","FA für Frauenheilkunde und Geburtshilfe","449","461","910"
"ÖGK-B","Dez.21","7","FA für Innere Medizin","448","96","544"
"ÖGK-B","Dez.21","8","FA für Kinder- und Jugendheilkunde","116","53","169"
"ÖGK-B","Dez.21","9","FA für Hals-, Nasen- und Ohrenerkrankungen","122","22","144"
