Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Bundesland_pretty
2021-06,7.0,ÖGK-B,Jun.21,FA für Innere Medizin,567.0,72.0,639.0,Burgenland
2021-06,8.0,ÖGK-B,Jun.21,FA für Kinder- und Jugendheilkunde,109.0,31.0,140.0,Burgenland
2021-06,9.0,ÖGK-B,Jun.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",179.0,13.0,192.0,Burgenland
2021-06,10.0,ÖGK-B,Jun.21,FA für Lungenkrankheiten,12.0,3.0,15.0,Burgenland
2021-06,11.0,ÖGK-B,Jun.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,152.0,16.0,168.0,Burgenland
2021-06,12.0,ÖGK-B,Jun.21,FA für Orthopädie und orthopädische Chirurgie,497.0,79.0,576.0,Burgenland
2021-06,13.0,ÖGK-B,Jun.21,FA für Physikalische Medizin,8.0,1.0,9.0,Burgenland
2021-06,14.0,ÖGK-B,Jun.21,FA für Radiologie,13.0,3.0,16.0,Burgenland
2021-06,15.0,ÖGK-B,Jun.21,FA für Unfallchirurgie,99.0,10.0,109.0,Burgenland
2021-06,16.0,ÖGK-B,Jun.21,FA für Urologie,159.0,85.0,244.0,Burgenland
2021-06,18.0,ÖGK-B,Jun.21,FA für Neurochirurgie,15.0,1.0,16.0,Burgenland
2021-06,19.0,ÖGK-B,Jun.21,FA für Neurologie,111.0,7.0,118.0,Burgenland
2021-06,20.0,ÖGK-B,Jun.21,FA für Psychiatrie,122.0,28.0,150.0,Burgenland
2021-06,21.0,ÖGK-B,Jun.21,FA für Plastische Chirurgie,8.0,1.0,9.0,Burgenland
2021-06,22.0,ÖGK-B,Jun.21,FA für Kinderchirurgie,,,,Burgenland
2021-06,23.0,ÖGK-B,Jun.21,"FA für Mund., Kiefer- und Gesichtschirurgie",,,,Burgenland
2021-06,24.0,ÖGK-B,Jun.21,FA für Nuklearmedizin,1.0,3.0,4.0,Burgenland
2021-06,26.0,ÖGK-B,Jun.21,FA für Strahlentherapie - Radioonkologie,,,,Burgenland
2021-06,29.0,ÖGK-B,Jun.21,FA für Immunologie,,,,Burgenland
2021-06,32.0,ÖGK-B,Jun.21,FA für Kinder- und Jugendpsychiatrie,,,,Burgenland
2021-06,34.0,ÖGK-B,Jun.21,FA für medizinische Biologie,,,,Burgenland
2021-06,50.0,ÖGK-B,Jun.21,FA für medizinische und chemische Labordiagnostik,1.0,,1.0,Burgenland
2021-06,53.0,ÖGK-B,Jun.21,FA für Pathologie und Histologie,,,,Burgenland
2021-06,55.0,ÖGK-B,Jun.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,,Burgenland
2021-06,,ÖGK-B,Jun.21,Gesamt,4477.0,1498.0,5975.0,Burgenland
2021-07,5.0,ÖGK-B,Jul.21,FA für Haut- und Geschlechtskrankheiten,285.0,62.0,347.0,Burgenland
2021-07,6.0,ÖGK-B,Jul.21,FA für Frauenheilkunde und Geburtshilfe,348.0,347.0,695.0,Burgenland
2021-07,7.0,ÖGK-B,Jul.21,FA für Innere Medizin,457.0,48.0,505.0,Burgenland
2021-07,8.0,ÖGK-B,Jul.21,FA für Kinder- und Jugendheilkunde,118.0,36.0,154.0,Burgenland
2021-07,9.0,ÖGK-B,Jul.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",113.0,12.0,125.0,Burgenland
2021-07,10.0,ÖGK-B,Jul.21,FA für Lungenkrankheiten,1.0,1.0,2.0,Burgenland
2021-07,11.0,ÖGK-B,Jul.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,84.0,10.0,94.0,Burgenland
2021-07,12.0,ÖGK-B,Jul.21,FA für Orthopädie und orthopädische Chirurgie,304.0,50.0,354.0,Burgenland
2021-07,13.0,ÖGK-B,Jul.21,FA für Physikalische Medizin,1.0,,1.0,Burgenland
2021-07,14.0,ÖGK-B,Jul.21,FA für Radiologie,8.0,3.0,11.0,Burgenland
2021-07,15.0,ÖGK-B,Jul.21,FA für Unfallchirurgie,74.0,8.0,82.0,Burgenland
2021-07,16.0,ÖGK-B,Jul.21,FA für Urologie,71.0,53.0,124.0,Burgenland
2021-07,18.0,ÖGK-B,Jul.21,FA für Neurochirurgie,11.0,3.0,14.0,Burgenland
2021-07,19.0,ÖGK-B,Jul.21,FA für Neurologie,44.0,19.0,63.0,Burgenland
2021-07,20.0,ÖGK-B,Jul.21,FA für Psychiatrie,67.0,21.0,88.0,Burgenland
2021-07,21.0,ÖGK-B,Jul.21,FA für Plastische Chirurgie,3.0,2.0,5.0,Burgenland
2021-07,22.0,ÖGK-B,Jul.21,FA für Kinderchirurgie,,,,Burgenland
2021-07,23.0,ÖGK-B,Jul.21,"FA für Mund., Kiefer- und Gesichtschirurgie",,,,Burgenland
2021-07,24.0,ÖGK-B,Jul.21,FA für Nuklearmedizin,1.0,1.0,2.0,Burgenland
2021-07,26.0,ÖGK-B,Jul.21,FA für Strahlentherapie - Radioonkologie,,,,Burgenland
2021-07,29.0,ÖGK-B,Jul.21,FA für Immunologie,,,,Burgenland
2021-07,32.0,ÖGK-B,Jul.21,FA für Kinder- und Jugendpsychiatrie,,,,Burgenland
2021-07,34.0,ÖGK-B,Jul.21,FA für medizinische Biologie,,,,Burgenland
2021-07,50.0,ÖGK-B,Jul.21,FA für medizinische und chemische Labordiagnostik,,,,Burgenland
2021-07,53.0,ÖGK-B,Jul.21,FA für Pathologie und Histologie,,,,Burgenland
2021-07,55.0,ÖGK-B,Jul.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,,Burgenland
2021-07,,ÖGK-B,Jul.21,Gesamt,2790.0,1018.0,3808.0,Burgenland
2021-08,5.0,ÖGK-B,Aug.21,FA für Haut- und Geschlechtskrankheiten,493.0,108.0,601.0,Burgenland
2021-08,6.0,ÖGK-B,Aug.21,FA für Frauenheilkunde und Geburtshilfe,592.0,463.0,1055.0,Burgenland
2021-08,7.0,ÖGK-B,Aug.21,FA für Innere Medizin,577.0,89.0,666.0,Burgenland
2021-08,8.0,ÖGK-B,Aug.21,FA für Kinder- und Jugendheilkunde,154.0,38.0,192.0,Burgenland
2021-08,9.0,ÖGK-B,Aug.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",155.0,8.0,163.0,Burgenland
2021-08,10.0,ÖGK-B,Aug.21,FA für Lungenkrankheiten,29.0,1.0,30.0,Burgenland
2021-08,11.0,ÖGK-B,Aug.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,85.0,17.0,102.0,Burgenland
2021-08,12.0,ÖGK-B,Aug.21,FA für Orthopädie und orthopädische Chirurgie,518.0,61.0,579.0,Burgenland
2021-08,13.0,ÖGK-B,Aug.21,FA für Physikalische Medizin,14.0,2.0,16.0,Burgenland
2021-08,14.0,ÖGK-B,Aug.21,FA für Radiologie,19.0,4.0,23.0,Burgenland
2021-08,15.0,ÖGK-B,Aug.21,FA für Unfallchirurgie,111.0,17.0,128.0,Burgenland
2021-08,16.0,ÖGK-B,Aug.21,FA für Urologie,175.0,62.0,237.0,Burgenland
2021-08,18.0,ÖGK-B,Aug.21,FA für Neurochirurgie,16.0,,16.0,Burgenland
2021-08,19.0,ÖGK-B,Aug.21,FA für Neurologie,94.0,13.0,107.0,Burgenland
2021-08,20.0,ÖGK-B,Aug.21,FA für Psychiatrie,99.0,16.0,115.0,Burgenland
2021-08,21.0,ÖGK-B,Aug.21,FA für Plastische Chirurgie,4.0,,4.0,Burgenland
2021-08,22.0,ÖGK-B,Aug.21,FA für Kinderchirurgie,,,,Burgenland
2021-08,23.0,ÖGK-B,Aug.21,"FA für Mund., Kiefer- und Gesichtschirurgie",,,,Burgenland
2021-08,24.0,ÖGK-B,Aug.21,FA für Nuklearmedizin,2.0,,2.0,Burgenland
2021-08,26.0,ÖGK-B,Aug.21,FA für Strahlentherapie - Radioonkologie,,,,Burgenland
2021-08,29.0,ÖGK-B,Aug.21,FA für Immunologie,,,,Burgenland
2021-08,32.0,ÖGK-B,Aug.21,FA für Kinder- und Jugendpsychiatrie,,,,Burgenland
2021-08,34.0,ÖGK-B,Aug.21,FA für medizinische Biologie,,,,Burgenland
2021-08,50.0,ÖGK-B,Aug.21,FA für medizinische und chemische Labordiagnostik,1.0,,1.0,Burgenland
2021-08,53.0,ÖGK-B,Aug.21,FA für Pathologie und Histologie,1.0,,1.0,Burgenland
2021-08,55.0,ÖGK-B,Aug.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,,Burgenland
2021-08,,ÖGK-B,Aug.21,Gesamt,4428.0,1393.0,5821.0,Burgenland
2021-09,5.0,ÖGK-B,Sep.21,FA für Haut- und Geschlechtskrankheiten,561.0,153.0,714.0,Burgenland
2021-09,6.0,ÖGK-B,Sep.21,FA für Frauenheilkunde und Geburtshilfe,758.0,694.0,1452.0,Burgenland
2021-09,7.0,ÖGK-B,Sep.21,FA für Innere Medizin,746.0,135.0,881.0,Burgenland
2021-09,8.0,ÖGK-B,Sep.21,FA für Kinder- und Jugendheilkunde,178.0,65.0,243.0,Burgenland
2021-09,9.0,ÖGK-B,Sep.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",317.0,41.0,358.0,Burgenland
2021-09,10.0,ÖGK-B,Sep.21,FA für Lungenkrankheiten,8.0,3.0,11.0,Burgenland
2021-09,11.0,ÖGK-B,Sep.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,182.0,16.0,198.0,Burgenland
2021-09,12.0,ÖGK-B,Sep.21,FA für Orthopädie und orthopädische Chirurgie,715.0,115.0,830.0,Burgenland
2021-09,13.0,ÖGK-B,Sep.21,FA für Physikalische Medizin,4.0,2.0,6.0,Burgenland
2021-09,14.0,ÖGK-B,Sep.21,FA für Radiologie,22.0,5.0,27.0,Burgenland
2021-09,15.0,ÖGK-B,Sep.21,FA für Unfallchirurgie,118.0,27.0,145.0,Burgenland
2021-09,16.0,ÖGK-B,Sep.21,FA für Urologie,184.0,133.0,317.0,Burgenland
2021-09,18.0,ÖGK-B,Sep.21,FA für Neurochirurgie,25.0,1.0,26.0,Burgenland
2021-09,19.0,ÖGK-B,Sep.21,FA für Neurologie,132.0,15.0,147.0,Burgenland
2021-09,20.0,ÖGK-B,Sep.21,FA für Psychiatrie,108.0,26.0,134.0,Burgenland
2021-09,21.0,ÖGK-B,Sep.21,FA für Plastische Chirurgie,3.0,1.0,4.0,Burgenland
2021-09,22.0,ÖGK-B,Sep.21,FA für Kinderchirurgie,,,,Burgenland
2021-09,23.0,ÖGK-B,Sep.21,"FA für Mund., Kiefer- und Gesichtschirurgie",1.0,2.0,3.0,Burgenland
2021-09,24.0,ÖGK-B,Sep.21,FA für Nuklearmedizin,8.0,,8.0,Burgenland
2021-09,26.0,ÖGK-B,Sep.21,FA für Strahlentherapie - Radioonkologie,,,,Burgenland
2021-09,29.0,ÖGK-B,Sep.21,FA für Immunologie,,,,Burgenland
2021-09,32.0,ÖGK-B,Sep.21,FA für Kinder- und Jugendpsychiatrie,,,,Burgenland
2021-09,34.0,ÖGK-B,Sep.21,FA für medizinische Biologie,,,,Burgenland
2021-09,50.0,ÖGK-B,Sep.21,FA für medizinische und chemische Labordiagnostik,,,,Burgenland
2021-09,53.0,ÖGK-B,Sep.21,FA für Pathologie und Histologie,1.0,,1.0,Burgenland
2021-09,55.0,ÖGK-B,Sep.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,,Burgenland
2021-09,,ÖGK-B,Sep.21,Gesamt,5645.0,2309.0,7954.0,Burgenland
2021-10,5.0,ÖGK-B,Okt.21,FA für Haut- und Geschlechtskrankheiten,516.0,96.0,612.0,Burgenland
2021-10,6.0,ÖGK-B,Okt.21,FA für Frauenheilkunde und Geburtshilfe,756.0,694.0,1450.0,Burgenland
2021-10,7.0,ÖGK-B,Okt.21,FA für Innere Medizin,695.0,72.0,767.0,Burgenland
2021-10,8.0,ÖGK-B,Okt.21,FA für Kinder- und Jugendheilkunde,174.0,51.0,225.0,Burgenland
2021-10,9.0,ÖGK-B,Okt.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",249.0,21.0,270.0,Burgenland
2021-10,10.0,ÖGK-B,Okt.21,FA für Lungenkrankheiten,8.0,2.0,10.0,Burgenland
2021-10,11.0,ÖGK-B,Okt.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,183.0,15.0,198.0,Burgenland
2021-10,12.0,ÖGK-B,Okt.21,FA für Orthopädie und orthopädische Chirurgie,805.0,126.0,931.0,Burgenland
2021-10,13.0,ÖGK-B,Okt.21,FA für Physikalische Medizin,22.0,1.0,23.0,Burgenland
