Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Bundesland_pretty
2021-04,75.0,ÖGK-B,Apr.21,Ergotherapeut,37,8,45,Burgenland
2021-04,,ÖGK-B,Apr.21,Gesamt,1286,212,1498,Burgenland
2021-05,63.0,ÖGK-B,Mai.21,Physiotherapie,1013,137,1150,Burgenland
2021-05,66.0,ÖGK-B,Mai.21,Logopäde,45,11,56,Burgenland
2021-05,75.0,ÖGK-B,Mai.21,Ergotherapeut,27,6,33,Burgenland
2021-05,,ÖGK-B,Mai.21,Gesamt,1085,154,1239,Burgenland
2021-06,63.0,ÖGK-B,Jun.21,Physiotherapie,874,127,1001,Burgenland
2021-06,66.0,ÖGK-B,Jun.21,Logopäde,38,9,47,Burgenland
2021-06,75.0,ÖGK-B,Jun.21,Ergotherapeut,40,5,45,Burgenland
2021-06,,ÖGK-B,Jun.21,Gesamt,952,141,1093,Burgenland
2021-07,63.0,ÖGK-B,Jul.21,Physiotherapie,865,196,1061,Burgenland
2021-07,66.0,ÖGK-B,Jul.21,Logopäde,34,8,42,Burgenland
2021-07,75.0,ÖGK-B,Jul.21,Ergotherapeut,48,19,67,Burgenland
2021-07,,ÖGK-B,Jul.21,Gesamt,947,223,1170,Burgenland
2021-08,63.0,ÖGK-B,Aug.21,Physiotherapie,518,48,566,Burgenland
2021-08,66.0,ÖGK-B,Aug.21,Logopäde,29,1,30,Burgenland
2021-08,75.0,ÖGK-B,Aug.21,Ergotherapeut,16,2,18,Burgenland
2021-08,,ÖGK-B,Aug.21,Gesamt,563,51,614,Burgenland
2021-09,63.0,ÖGK-B,Sep.21,Physiotherapie,935,212,1147,Burgenland
2021-09,66.0,ÖGK-B,Sep.21,Logopäde,60,15,75,Burgenland
2021-09,75.0,ÖGK-B,Sep.21,Ergotherapeut,49,9,58,Burgenland
2021-09,,ÖGK-B,Sep.21,Gesamt,1044,236,1280,Burgenland
2021-10,63.0,ÖGK-B,Okt.21,Physiotherapie,1109,250,1359,Burgenland
2021-10,66.0,ÖGK-B,Okt.21,Logopäde,47,16,63,Burgenland
2021-10,75.0,ÖGK-B,Okt.21,Ergotherapeut,46,12,58,Burgenland
2021-10,,ÖGK-B,Okt.21,Gesamt,1202,278,1480,Burgenland
2021-11,63.0,ÖGK-B,Nov.21,Physiotherapie,473,158,631,Burgenland
2021-11,66.0,ÖGK-B,Nov.21,Logopäde,24,10,34,Burgenland
2021-11,75.0,ÖGK-B,Nov.21,Ergotherapeut,9,5,14,Burgenland
2021-11,,ÖGK-B,Nov.21,Gesamt,506,173,679,Burgenland
2021-12,63.0,ÖGK-B,Dez.21,Physiotherapie,1165,212,1377,Burgenland
2021-12,66.0,ÖGK-B,Dez.21,Logopäde,64,13,77,Burgenland
2021-12,75.0,ÖGK-B,Dez.21,Ergotherapeut,40,8,48,Burgenland
2021-12,,ÖGK-B,Dez.21,Gesamt,1269,233,1502,Burgenland
2022-01,63.0,ÖGK-B,Jän.22,Physiotherapie,793,171,964,Burgenland
2022-01,66.0,ÖGK-B,Jän.22,Logopäde,37,7,44,Burgenland
2022-01,75.0,ÖGK-B,Jän.22,Ergotherapeut,32,6,38,Burgenland
2022-01,,ÖGK-B,Jän.22,Gesamt,862,184,1046,Burgenland
2022-02,63.0,ÖGK-B,Feb.22,Physiotherapie,591,160,751,Burgenland
2022-02,66.0,ÖGK-B,Feb.22,Logopäde,27,13,40,Burgenland
2022-02,75.0,ÖGK-B,Feb.22,Ergotherapeut,27,8,35,Burgenland
2022-02,,ÖGK-B,Feb.22,Gesamt,645,181,826,Burgenland
2022-03,63.0,ÖGK-B,Mär.22,Physiotherapie,1247,197,1444,Burgenland
2022-03,66.0,ÖGK-B,Mär.22,Logopäde,44,4,48,Burgenland
2022-03,75.0,ÖGK-B,Mär.22,Ergotherapeut,37,8,45,Burgenland
2022-03,,ÖGK-B,Mär.22,Gesamt,1328,209,1537,Burgenland
2022-04,63.0,ÖGK-B,Apr.22,Physiotherapie,777,106,883,Burgenland
2022-04,66.0,ÖGK-B,Apr.22,Logopäde,30,10,40,Burgenland
2022-04,75.0,ÖGK-B,Apr.22,Ergotherapeut,19,6,25,Burgenland
2022-04,,ÖGK-B,Apr.22,Gesamt,826,122,948,Burgenland
2022-05,63.0,ÖGK-B,Mai.22,Physiotherapie,518,169,687,Burgenland
2022-05,66.0,ÖGK-B,Mai.22,Logopäde,28,6,34,Burgenland
2022-05,75.0,ÖGK-B,Mai.22,Ergotherapeut,35,2,37,Burgenland
2022-05,,ÖGK-B,Mai.22,Gesamt,581,177,758,Burgenland
2022-06,63.0,ÖGK-B,Jun.22,Physiotherapie,918,276,1194,Burgenland
2022-06,66.0,ÖGK-B,Jun.22,Logopäde,57,44,101,Burgenland
2022-06,75.0,ÖGK-B,Jun.22,Ergotherapeut,43,35,78,Burgenland
2022-06,,ÖGK-B,Jun.22,Gesamt,1018,355,1373,Burgenland
2022-07,63.0,ÖGK-B,Jul.22,Physiotherapie,1911,290,2201,Burgenland
2022-07,66.0,ÖGK-B,Jul.22,Logopäde,128,26,154,Burgenland
2022-07,75.0,ÖGK-B,Jul.22,Ergotherapeut,78,18,96,Burgenland
2022-07,,ÖGK-B,Jul.22,Gesamt,2117,334,2451,Burgenland
2022-08,63.0,ÖGK-B,Aug.22,Physiotherapie,1087,374,1461,Burgenland
2022-08,66.0,ÖGK-B,Aug.22,Logopäde,70,15,85,Burgenland
2022-08,75.0,ÖGK-B,Aug.22,Ergotherapeut,52,13,65,Burgenland
2022-08,,ÖGK-B,Aug.22,Gesamt,1209,402,1611,Burgenland
2022-09,63.0,ÖGK-B,Sep.22,Physiotherapie,1470,352,1822,Burgenland
2022-09,66.0,ÖGK-B,Sep.22,Logopäde,89,30,119,Burgenland
2022-09,75.0,ÖGK-B,Sep.22,Ergotherapeut,56,12,68,Burgenland
2022-09,,ÖGK-B,Sep.22,Gesamt,1615,394,2009,Burgenland
2022-10,63.0,ÖGK-B,Okt.22,Physiotherapie,863,235,1098,Burgenland
2022-10,66.0,ÖGK-B,Okt.22,Logopäde,79,26,105,Burgenland
2022-10,75.0,ÖGK-B,Okt.22,Ergotherapeut,28,8,36,Burgenland
2022-10,,ÖGK-B,Okt.22,Gesamt,970,269,1239,Burgenland
2022-11,63.0,ÖGK-B,Nov.22,Physiotherapie,1083,285,1368,Burgenland
2022-11,66.0,ÖGK-B,Nov.22,Logopäde,85,41,126,Burgenland
2022-11,75.0,ÖGK-B,Nov.22,Ergotherapeut,37,17,54,Burgenland
2022-11,,ÖGK-B,Nov.22,Gesamt,1205,343,1548,Burgenland
2022-12,63.0,ÖGK-B,Dez.22,Physiotherapie,983,220,1203,Burgenland
2022-12,66.0,ÖGK-B,Dez.22,Logopäde,61,27,88,Burgenland
2022-12,75.0,ÖGK-B,Dez.22,Ergotherapeut,43,15,58,Burgenland
2022-12,,ÖGK-B,Dez.22,Gesamt,1087,262,1349,Burgenland
2023-01,63.0,ÖGK-B,Jän.23,Physiotherapie,1071,295,1366,Burgenland
2023-01,66.0,ÖGK-B,Jän.23,Logopäde,52,32,84,Burgenland
2023-01,75.0,ÖGK-B,Jän.23,Ergotherapeut,31,16,47,Burgenland
2023-01,,ÖGK-B,Jän.23,Gesamt,1154,343,1497,Burgenland
2023-02,63.0,ÖGK-B,Feb.23,Physiotherapie,579,186,765,Burgenland
2023-02,66.0,ÖGK-B,Feb.23,Logopäde,48,14,62,Burgenland
2023-02,75.0,ÖGK-B,Feb.23,Ergotherapeut,26,14,40,Burgenland
2023-02,,ÖGK-B,Feb.23,Gesamt,653,214,867,Burgenland
2023-03,63.0,ÖGK-B,Mär.23,Physiotherapie,1128,322,1450,Burgenland
2023-03,66.0,ÖGK-B,Mär.23,Logopäde,87,21,108,Burgenland
2023-03,75.0,ÖGK-B,Mär.23,Ergotherapeut,42,16,58,Burgenland
2023-03,,ÖGK-B,Mär.23,Gesamt,1257,359,1616,Burgenland
2023-04,63.0,ÖGK-B,Apr.23,Physiotherapie,614,201,815,Burgenland
2023-04,66.0,ÖGK-B,Apr.23,Logopäde,53,18,71,Burgenland
2023-04,75.0,ÖGK-B,Apr.23,Ergotherapeut,33,13,46,Burgenland
2023-04,,ÖGK-B,Apr.23,Gesamt,700,232,932,Burgenland
2023-05,63.0,ÖGK-B,Mai.23,Physiotherapie,824,277,1101,Burgenland
2023-05,66.0,ÖGK-B,Mai.23,Logopäde,40,18,58,Burgenland
2023-05,75.0,ÖGK-B,Mai.23,Ergotherapeut,33,11,44,Burgenland
2023-05,,ÖGK-B,Mai.23,Gesamt,897,306,1203,Burgenland
2023-06,63.0,ÖGK-B,Jun.23,Physiotherapie,1683,683,2366,Burgenland
2023-06,66.0,ÖGK-B,Jun.23,Logopäde,98,68,166,Burgenland
2023-06,75.0,ÖGK-B,Jun.23,Ergotherapeut,80,38,118,Burgenland
2023-06,,ÖGK-B,Jun.23,Gesamt,1861,789,2650,Burgenland
2023-07,63.0,ÖGK-B,Jul.23,Physiotherapie,593,297,890,Burgenland
2023-07,66.0,ÖGK-B,Jul.23,Logopäde,60,16,76,Burgenland
2023-07,75.0,ÖGK-B,Jul.23,Ergotherapeut,28,26,54,Burgenland
2023-07,,ÖGK-B,Jul.23,Gesamt,681,339,1020,Burgenland
2023-08,63.0,ÖGK-B,Aug.23,Physiotherapie,1378,336,1714,Burgenland
2023-08,66.0,ÖGK-B,Aug.23,Logopäde,68,39,107,Burgenland
2023-08,75.0,ÖGK-B,Aug.23,Ergotherapeut,70,23,93,Burgenland
2023-08,,ÖGK-B,Aug.23,Gesamt,1516,398,1914,Burgenland
2023-09,63.0,ÖGK-B,Sep.23,Physiotherapie,1350,311,1661,Burgenland
2023-09,66.0,ÖGK-B,Sep.23,Logopäde,86,14,100,Burgenland
2023-09,75.0,ÖGK-B,Sep.23,Ergotherapeut,64,11,75,Burgenland
2023-09,,ÖGK-B,Sep.23,Gesamt,1500,336,1836,Burgenland
2023-10,63.0,ÖGK-B,Okt.23,Physiotherapie,1831,454,2285,Burgenland
2023-10,66.0,ÖGK-B,Okt.23,Logopäde,90,56,146,Burgenland
2023-10,75.0,ÖGK-B,Okt.23,Ergotherapeut,94,37,131,Burgenland
2023-10,,ÖGK-B,Okt.23,Gesamt,2015,547,2562,Burgenland
2023-11,63.0,ÖGK-B,Nov.23,Physiotherapie,1235,269,1504,Burgenland
2023-11,66.0,ÖGK-B,Nov.23,Logopäde,68,46,114,Burgenland
2023-11,75.0,ÖGK-B,Nov.23,Ergotherapeut,46,31,77,Burgenland
2023-11,,ÖGK-B,Nov.23,Gesamt,1349,346,1695,Burgenland
2023-12,63.0,ÖGK-B,Dez.23,Physiotherapie,898,257,1155,Burgenland
2023-12,66.0,ÖGK-B,Dez.23,Logopäde,43,43,86,Burgenland
2023-12,75.0,ÖGK-B,Dez.23,Ergotherapeut,49,8,57,Burgenland
2023-12,,ÖGK-B,Dez.23,Gesamt,990,308,1298,Burgenland
2021-01,63.0,ÖGK-K,Jän.21,Physiotherapie,1815,632,2447,Kärnten
2021-01,66.0,ÖGK-K,Jän.21,Logopäde,49,39,88,Kärnten
2021-01,75.0,ÖGK-K,Jän.21,Ergotherapeut,117,60,177,Kärnten
2021-01,,ÖGK-K,Jän.21,Gesamt,1981,731,2712,Kärnten
2021-02,63.0,ÖGK-K,Feb.21,Physiotherapie,1907,604,2511,Kärnten
2021-02,66.0,ÖGK-K,Feb.21,Logopäde,91,44,135,Kärnten
2021-02,75.0,ÖGK-K,Feb.21,Ergotherapeut,158,54,212,Kärnten
2021-02,,ÖGK-K,Feb.21,Gesamt,2156,702,2858,Kärnten
2021-03,63.0,ÖGK-K,Mär.21,Physiotherapie,2269,815,3084,Kärnten
2021-03,66.0,ÖGK-K,Mär.21,Logopäde,91,53,144,Kärnten
2021-03,75.0,ÖGK-K,Mär.21,Ergotherapeut,150,76,226,Kärnten
2021-03,,ÖGK-K,Mär.21,Gesamt,2510,944,3454,Kärnten
2021-04,63.0,ÖGK-K,Apr.21,Physiotherapie,2307,730,3037,Kärnten
2021-04,66.0,ÖGK-K,Apr.21,Logopäde,84,37,121,Kärnten
2021-04,75.0,ÖGK-K,Apr.21,Ergotherapeut,181,54,235,Kärnten
2021-04,,ÖGK-K,Apr.21,Gesamt,2572,821,3393,Kärnten
2021-05,63.0,ÖGK-K,Mai.21,Physiotherapie,1708,819,2527,Kärnten
2021-05,66.0,ÖGK-K,Mai.21,Logopäde,66,31,97,Kärnten
2021-05,75.0,ÖGK-K,Mai.21,Ergotherapeut,93,33,126,Kärnten
2021-05,,ÖGK-K,Mai.21,Gesamt,1867,883,2750,Kärnten
2021-06,63.0,ÖGK-K,Jun.21,Physiotherapie,2203,777,2980,Kärnten
2021-06,66.0,ÖGK-K,Jun.21,Logopäde,91,38,129,Kärnten
2021-06,75.0,ÖGK-K,Jun.21,Ergotherapeut,88,17,105,Kärnten
2021-06,,ÖGK-K,Jun.21,Gesamt,2382,832,3214,Kärnten
2021-07,63.0,ÖGK-K,Jul.21,Physiotherapie,2139,807,2946,Kärnten
2021-07,66.0,ÖGK-K,Jul.21,Logopäde,88,47,135,Kärnten
2021-07,75.0,ÖGK-K,Jul.21,Ergotherapeut,148,101,249,Kärnten
2021-07,,ÖGK-K,Jul.21,Gesamt,2375,955,3330,Kärnten
2021-08,63.0,ÖGK-K,Aug.21,Physiotherapie,1791,757,2548,Kärnten
2021-08,66.0,ÖGK-K,Aug.21,Logopäde,70,44,114,Kärnten
2021-08,75.0,ÖGK-K,Aug.21,Ergotherapeut,184,47,231,Kärnten
2021-08,,ÖGK-K,Aug.21,Gesamt,2045,848,2893,Kärnten
2021-09,63.0,ÖGK-K,Sep.21,Physiotherapie,1703,752,2455,Kärnten
2021-09,66.0,ÖGK-K,Sep.21,Logopäde,53,43,96,Kärnten
2021-09,75.0,ÖGK-K,Sep.21,Ergotherapeut,128,34,162,Kärnten
2021-09,,ÖGK-K,Sep.21,Gesamt,1884,829,2713,Kärnten
2021-10,63.0,ÖGK-K,Okt.21,Physiotherapie,1879,794,2673,Kärnten
2021-10,66.0,ÖGK-K,Okt.21,Logopäde,68,32,100,Kärnten
2021-10,75.0,ÖGK-K,Okt.21,Ergotherapeut,103,46,149,Kärnten
2021-10,,ÖGK-K,Okt.21,Gesamt,2050,872,2922,Kärnten
2021-11,63.0,ÖGK-K,Nov.21,Physiotherapie,1847,865,2712,Kärnten
2021-11,66.0,ÖGK-K,Nov.21,Logopäde,83,38,121,Kärnten
2021-11,75.0,ÖGK-K,Nov.21,Ergotherapeut,129,43,172,Kärnten
2021-11,,ÖGK-K,Nov.21,Gesamt,2059,946,3005,Kärnten
2021-12,63.0,ÖGK-K,Dez.21,Physiotherapie,1162,945,2107,Kärnten
2021-12,66.0,ÖGK-K,Dez.21,Logopäde,45,63,108,Kärnten
2021-12,75.0,ÖGK-K,Dez.21,Ergotherapeut,68,62,130,Kärnten
2021-12,,ÖGK-K,Dez.21,Gesamt,1275,1070,2345,Kärnten
2022-01,63.0,ÖGK-K,Jän.22,Physiotherapie,1035,808,1843,Kärnten
2022-01,66.0,ÖGK-K,Jän.22,Logopäde,30,47,77,Kärnten
2022-01,75.0,ÖGK-K,Jän.22,Ergotherapeut,58,65,123,Kärnten
2022-01,,ÖGK-K,Jän.22,Gesamt,1123,920,2043,Kärnten
2022-02,63.0,ÖGK-K,Feb.22,Physiotherapie,1035,430,1465,Kärnten
2022-02,66.0,ÖGK-K,Feb.22,Logopäde,29,29,58,Kärnten
2022-02,75.0,ÖGK-K,Feb.22,Ergotherapeut,78,56,134,Kärnten
2022-02,,ÖGK-K,Feb.22,Gesamt,1142,515,1657,Kärnten
2022-03,63.0,ÖGK-K,Mär.22,Physiotherapie,1248,580,1828,Kärnten
