Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Bundesland_pretty
2021-02,55.0,ALL,Feb.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,51.0,11.0,62.0,Alle
2021-02,,ALL,Feb.21,Gesamt,238990.0,79087.0,318077.0,Alle
2021-03,5.0,ALL,Mär.21,FA für Haut- und Geschlechtskrankheiten,26267.0,8754.0,35021.0,Alle
2021-03,6.0,ALL,Mär.21,FA für Frauenheilkunde und Geburtshilfe,51976.0,17465.0,69441.0,Alle
2021-03,7.0,ALL,Mär.21,FA für Innere Medizin,27913.0,6432.0,34345.0,Alle
2021-03,8.0,ALL,Mär.21,FA für Kinder- und Jugendheilkunde,14087.0,10739.0,24826.0,Alle
2021-03,9.0,ALL,Mär.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",5979.0,2336.0,8315.0,Alle
2021-03,10.0,ALL,Mär.21,FA für Lungenkrankheiten,1908.0,869.0,2777.0,Alle
2021-03,11.0,ALL,Mär.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,6055.0,1736.0,7791.0,Alle
2021-03,12.0,ALL,Mär.21,FA für Orthopädie und orthopädische Chirurgie,20039.0,5345.0,25384.0,Alle
2021-03,13.0,ALL,Mär.21,FA für Physikalische Medizin,803.0,340.0,1143.0,Alle
2021-03,14.0,ALL,Mär.21,FA für Radiologie,2289.0,619.0,2908.0,Alle
2021-03,15.0,ALL,Mär.21,FA für Unfallchirurgie,5157.0,1672.0,6829.0,Alle
2021-03,16.0,ALL,Mär.21,FA für Urologie,7715.0,1760.0,9475.0,Alle
2021-03,18.0,ALL,Mär.21,FA für Neurochirurgie,1046.0,255.0,1301.0,Alle
2021-03,19.0,ALL,Mär.21,FA für Neurologie,4365.0,1139.0,5504.0,Alle
2021-03,20.0,ALL,Mär.21,FA für Psychiatrie,5157.0,2235.0,7392.0,Alle
2021-03,21.0,ALL,Mär.21,FA für Plastische Chirurgie,417.0,186.0,603.0,Alle
2021-03,22.0,ALL,Mär.21,FA für Kinderchirurgie,107.0,100.0,207.0,Alle
2021-03,23.0,ALL,Mär.21,"FA für Mund., Kiefer- und Gesichtschirurgie",676.0,93.0,769.0,Alle
2021-03,24.0,ALL,Mär.21,FA für Nuklearmedizin,800.0,309.0,1109.0,Alle
2021-03,26.0,ALL,Mär.21,FA für Strahlentherapie - Radioonkologie,20.0,1.0,21.0,Alle
2021-03,29.0,ALL,Mär.21,FA für Immunologie,8.0,13.0,21.0,Alle
2021-03,32.0,ALL,Mär.21,FA für Kinder- und Jugendpsychiatrie,468.0,170.0,638.0,Alle
2021-03,34.0,ALL,Mär.21,FA für medizinische Biologie,,,,Alle
2021-03,50.0,ALL,Mär.21,FA für medizinische und chemische Labordiagnostik,197.0,218.0,415.0,Alle
2021-03,53.0,ALL,Mär.21,FA für Pathologie und Histologie,55.0,29.0,84.0,Alle
2021-03,55.0,ALL,Mär.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,42.0,21.0,63.0,Alle
2021-03,,ALL,Mär.21,Gesamt,280521.0,98723.0,379244.0,Alle
2021-04,5.0,ALL,Apr.21,FA für Haut- und Geschlechtskrankheiten,22763.0,8695.0,31458.0,Alle
2021-04,6.0,ALL,Apr.21,FA für Frauenheilkunde und Geburtshilfe,45707.0,16161.0,61868.0,Alle
2021-04,7.0,ALL,Apr.21,FA für Innere Medizin,25972.0,6312.0,32284.0,Alle
2021-04,8.0,ALL,Apr.21,FA für Kinder- und Jugendheilkunde,12181.0,11536.0,23717.0,Alle
2021-04,9.0,ALL,Apr.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",5257.0,2289.0,7546.0,Alle
2021-04,10.0,ALL,Apr.21,FA für Lungenkrankheiten,1101.0,747.0,1848.0,Alle
2021-04,11.0,ALL,Apr.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,5328.0,1591.0,6919.0,Alle
2021-04,12.0,ALL,Apr.21,FA für Orthopädie und orthopädische Chirurgie,18342.0,5744.0,24086.0,Alle
2021-04,13.0,ALL,Apr.21,FA für Physikalische Medizin,758.0,447.0,1205.0,Alle
2021-04,14.0,ALL,Apr.21,FA für Radiologie,1767.0,586.0,2353.0,Alle
2021-04,15.0,ALL,Apr.21,FA für Unfallchirurgie,4647.0,1647.0,6294.0,Alle
2021-04,16.0,ALL,Apr.21,FA für Urologie,7098.0,1706.0,8804.0,Alle
2021-04,18.0,ALL,Apr.21,FA für Neurochirurgie,991.0,270.0,1261.0,Alle
2021-04,19.0,ALL,Apr.21,FA für Neurologie,3873.0,1093.0,4966.0,Alle
2021-04,20.0,ALL,Apr.21,FA für Psychiatrie,4592.0,2244.0,6836.0,Alle
2021-04,21.0,ALL,Apr.21,FA für Plastische Chirurgie,390.0,194.0,584.0,Alle
2021-04,22.0,ALL,Apr.21,FA für Kinderchirurgie,115.0,92.0,207.0,Alle
2021-04,23.0,ALL,Apr.21,"FA für Mund., Kiefer- und Gesichtschirurgie",605.0,98.0,703.0,Alle
2021-04,24.0,ALL,Apr.21,FA für Nuklearmedizin,793.0,316.0,1109.0,Alle
2021-04,26.0,ALL,Apr.21,FA für Strahlentherapie - Radioonkologie,23.0,4.0,27.0,Alle
2021-04,29.0,ALL,Apr.21,FA für Immunologie,8.0,13.0,21.0,Alle
2021-04,32.0,ALL,Apr.21,FA für Kinder- und Jugendpsychiatrie,331.0,175.0,506.0,Alle
2021-04,34.0,ALL,Apr.21,FA für medizinische Biologie,,,,Alle
2021-04,50.0,ALL,Apr.21,FA für medizinische und chemische Labordiagnostik,191.0,169.0,360.0,Alle
2021-04,53.0,ALL,Apr.21,FA für Pathologie und Histologie,26.0,14.0,40.0,Alle
2021-04,55.0,ALL,Apr.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,36.0,17.0,53.0,Alle
2021-04,,ALL,Apr.21,Gesamt,249888.0,98243.0,348131.0,Alle
2021-05,5.0,ALL,Mai.21,FA für Haut- und Geschlechtskrankheiten,19616.0,8203.0,27819.0,Alle
2021-05,6.0,ALL,Mai.21,FA für Frauenheilkunde und Geburtshilfe,35815.0,14685.0,50500.0,Alle
2021-05,7.0,ALL,Mai.21,FA für Innere Medizin,19044.0,6006.0,25050.0,Alle
2021-05,8.0,ALL,Mai.21,FA für Kinder- und Jugendheilkunde,9764.0,10187.0,19951.0,Alle
2021-05,9.0,ALL,Mai.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4095.0,2039.0,6134.0,Alle
2021-05,10.0,ALL,Mai.21,FA für Lungenkrankheiten,1037.0,684.0,1721.0,Alle
2021-05,11.0,ALL,Mai.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3800.0,1657.0,5457.0,Alle
2021-05,12.0,ALL,Mai.21,FA für Orthopädie und orthopädische Chirurgie,13311.0,5218.0,18529.0,Alle
2021-05,13.0,ALL,Mai.21,FA für Physikalische Medizin,562.0,296.0,858.0,Alle
2021-05,14.0,ALL,Mai.21,FA für Radiologie,1593.0,579.0,2172.0,Alle
2021-05,15.0,ALL,Mai.21,FA für Unfallchirurgie,3663.0,1584.0,5247.0,Alle
2021-05,16.0,ALL,Mai.21,FA für Urologie,4849.0,1597.0,6446.0,Alle
2021-05,18.0,ALL,Mai.21,FA für Neurochirurgie,713.0,236.0,949.0,Alle
2021-05,19.0,ALL,Mai.21,FA für Neurologie,3076.0,1027.0,4103.0,Alle
2021-05,20.0,ALL,Mai.21,FA für Psychiatrie,3640.0,1912.0,5552.0,Alle
2021-05,21.0,ALL,Mai.21,FA für Plastische Chirurgie,319.0,171.0,490.0,Alle
2021-05,22.0,ALL,Mai.21,FA für Kinderchirurgie,98.0,125.0,223.0,Alle
2021-05,23.0,ALL,Mai.21,"FA für Mund., Kiefer- und Gesichtschirurgie",448.0,76.0,524.0,Alle
2021-05,24.0,ALL,Mai.21,FA für Nuklearmedizin,775.0,257.0,1032.0,Alle
2021-05,26.0,ALL,Mai.21,FA für Strahlentherapie - Radioonkologie,14.0,7.0,21.0,Alle
2021-05,29.0,ALL,Mai.21,FA für Immunologie,5.0,10.0,15.0,Alle
2021-05,32.0,ALL,Mai.21,FA für Kinder- und Jugendpsychiatrie,304.0,131.0,435.0,Alle
2021-05,34.0,ALL,Mai.21,FA für medizinische Biologie,,,,Alle
2021-05,50.0,ALL,Mai.21,FA für medizinische und chemische Labordiagnostik,169.0,131.0,300.0,Alle
2021-05,53.0,ALL,Mai.21,FA für Pathologie und Histologie,31.0,17.0,48.0,Alle
2021-05,55.0,ALL,Mai.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,27.0,18.0,45.0,Alle
2021-05,,ALL,Mai.21,Gesamt,196284.0,90298.0,286582.0,Alle
2021-06,5.0,ALL,Jun.21,FA für Haut- und Geschlechtskrankheiten,22042.0,8841.0,30883.0,Alle
2021-06,6.0,ALL,Jun.21,FA für Frauenheilkunde und Geburtshilfe,41997.0,16670.0,58667.0,Alle
2021-06,7.0,ALL,Jun.21,FA für Innere Medizin,24079.0,6622.0,30701.0,Alle
2021-06,8.0,ALL,Jun.21,FA für Kinder- und Jugendheilkunde,11867.0,12171.0,24038.0,Alle
2021-06,9.0,ALL,Jun.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4761.0,2186.0,6947.0,Alle
2021-06,10.0,ALL,Jun.21,FA für Lungenkrankheiten,1205.0,681.0,1886.0,Alle
2021-06,11.0,ALL,Jun.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4234.0,1772.0,6006.0,Alle
2021-06,12.0,ALL,Jun.21,FA für Orthopädie und orthopädische Chirurgie,16001.0,5334.0,21335.0,Alle
2021-06,13.0,ALL,Jun.21,FA für Physikalische Medizin,564.0,453.0,1017.0,Alle
2021-06,14.0,ALL,Jun.21,FA für Radiologie,1417.0,581.0,1998.0,Alle
2021-06,15.0,ALL,Jun.21,FA für Unfallchirurgie,4336.0,1716.0,6052.0,Alle
2021-06,16.0,ALL,Jun.21,FA für Urologie,6073.0,1664.0,7737.0,Alle
2021-06,18.0,ALL,Jun.21,FA für Neurochirurgie,932.0,283.0,1215.0,Alle
2021-06,19.0,ALL,Jun.21,FA für Neurologie,4007.0,1246.0,5253.0,Alle
2021-06,20.0,ALL,Jun.21,FA für Psychiatrie,4168.0,2256.0,6424.0,Alle
2021-06,21.0,ALL,Jun.21,FA für Plastische Chirurgie,368.0,182.0,550.0,Alle
2021-06,22.0,ALL,Jun.21,FA für Kinderchirurgie,93.0,161.0,254.0,Alle
2021-06,23.0,ALL,Jun.21,"FA für Mund., Kiefer- und Gesichtschirurgie",412.0,66.0,478.0,Alle
2021-06,24.0,ALL,Jun.21,FA für Nuklearmedizin,651.0,319.0,970.0,Alle
2021-06,26.0,ALL,Jun.21,FA für Strahlentherapie - Radioonkologie,20.0,6.0,26.0,Alle
2021-06,29.0,ALL,Jun.21,FA für Immunologie,3.0,9.0,12.0,Alle
2021-06,32.0,ALL,Jun.21,FA für Kinder- und Jugendpsychiatrie,387.0,184.0,571.0,Alle
2021-06,34.0,ALL,Jun.21,FA für medizinische Biologie,,,,Alle
2021-06,50.0,ALL,Jun.21,FA für medizinische und chemische Labordiagnostik,177.0,154.0,331.0,Alle
2021-06,53.0,ALL,Jun.21,FA für Pathologie und Histologie,24.0,16.0,40.0,Alle
2021-06,55.0,ALL,Jun.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,25.0,17.0,42.0,Alle
2021-06,,ALL,Jun.21,Gesamt,228264.0,100010.0,328274.0,Alle
2021-07,5.0,ALL,Jul.21,FA für Haut- und Geschlechtskrankheiten,20789.0,9167.0,29956.0,Alle
2021-07,6.0,ALL,Jul.21,FA für Frauenheilkunde und Geburtshilfe,40184.0,16083.0,56267.0,Alle
2021-07,7.0,ALL,Jul.21,FA für Innere Medizin,24273.0,6938.0,31211.0,Alle
2021-07,8.0,ALL,Jul.21,FA für Kinder- und Jugendheilkunde,11451.0,12283.0,23734.0,Alle
2021-07,9.0,ALL,Jul.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4652.0,2252.0,6904.0,Alle
2021-07,10.0,ALL,Jul.21,FA für Lungenkrankheiten,854.0,637.0,1491.0,Alle
2021-07,11.0,ALL,Jul.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,4511.0,2069.0,6580.0,Alle
2021-07,12.0,ALL,Jul.21,FA für Orthopädie und orthopädische Chirurgie,14888.0,5806.0,20694.0,Alle
2021-07,13.0,ALL,Jul.21,FA für Physikalische Medizin,482.0,383.0,865.0,Alle
2021-07,14.0,ALL,Jul.21,FA für Radiologie,1295.0,626.0,1921.0,Alle
2021-07,15.0,ALL,Jul.21,FA für Unfallchirurgie,4058.0,1897.0,5955.0,Alle
2021-07,16.0,ALL,Jul.21,FA für Urologie,5807.0,1696.0,7503.0,Alle
2021-07,18.0,ALL,Jul.21,FA für Neurochirurgie,825.0,240.0,1065.0,Alle
2021-07,19.0,ALL,Jul.21,FA für Neurologie,3850.0,1364.0,5214.0,Alle
2021-07,20.0,ALL,Jul.21,FA für Psychiatrie,4090.0,2563.0,6653.0,Alle
2021-07,21.0,ALL,Jul.21,FA für Plastische Chirurgie,329.0,207.0,536.0,Alle
2021-07,22.0,ALL,Jul.21,FA für Kinderchirurgie,62.0,141.0,203.0,Alle
2021-07,23.0,ALL,Jul.21,"FA für Mund., Kiefer- und Gesichtschirurgie",505.0,99.0,604.0,Alle
2021-07,24.0,ALL,Jul.21,FA für Nuklearmedizin,682.0,345.0,1027.0,Alle
2021-07,26.0,ALL,Jul.21,FA für Strahlentherapie - Radioonkologie,17.0,4.0,21.0,Alle
2021-07,29.0,ALL,Jul.21,FA für Immunologie,9.0,6.0,15.0,Alle
2021-07,32.0,ALL,Jul.21,FA für Kinder- und Jugendpsychiatrie,371.0,265.0,636.0,Alle
2021-07,34.0,ALL,Jul.21,FA für medizinische Biologie,,,,Alle
2021-07,50.0,ALL,Jul.21,FA für medizinische und chemische Labordiagnostik,108.0,141.0,249.0,Alle
2021-07,53.0,ALL,Jul.21,FA für Pathologie und Histologie,39.0,24.0,63.0,Alle
2021-07,55.0,ALL,Jul.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,25.0,10.0,35.0,Alle
2021-07,,ALL,Jul.21,Gesamt,219234.0,102033.0,321267.0,Alle
2021-08,5.0,ALL,Aug.21,FA für Haut- und Geschlechtskrankheiten,18345.0,8682.0,27027.0,Alle
2021-08,6.0,ALL,Aug.21,FA für Frauenheilkunde und Geburtshilfe,31256.0,16588.0,47844.0,Alle
2021-08,7.0,ALL,Aug.21,FA für Innere Medizin,17990.0,6339.0,24329.0,Alle
2021-08,8.0,ALL,Aug.21,FA für Kinder- und Jugendheilkunde,9363.0,11937.0,21300.0,Alle
2021-08,9.0,ALL,Aug.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",3969.0,2460.0,6429.0,Alle
2021-08,10.0,ALL,Aug.21,FA für Lungenkrankheiten,641.0,680.0,1321.0,Alle
2021-08,11.0,ALL,Aug.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3553.0,2283.0,5836.0,Alle
2021-08,12.0,ALL,Aug.21,FA für Orthopädie und orthopädische Chirurgie,12895.0,5837.0,18732.0,Alle
2021-08,13.0,ALL,Aug.21,FA für Physikalische Medizin,510.0,383.0,893.0,Alle
2021-08,14.0,ALL,Aug.21,FA für Radiologie,1202.0,638.0,1840.0,Alle
2021-08,15.0,ALL,Aug.21,FA für Unfallchirurgie,3306.0,1995.0,5301.0,Alle
2021-08,16.0,ALL,Aug.21,FA für Urologie,4262.0,1732.0,5994.0,Alle
2021-08,18.0,ALL,Aug.21,FA für Neurochirurgie,762.0,306.0,1068.0,Alle
2021-08,19.0,ALL,Aug.21,FA für Neurologie,2977.0,1474.0,4451.0,Alle
2021-08,20.0,ALL,Aug.21,FA für Psychiatrie,3472.0,2805.0,6277.0,Alle
2021-08,21.0,ALL,Aug.21,FA für Plastische Chirurgie,251.0,184.0,435.0,Alle
2021-08,22.0,ALL,Aug.21,FA für Kinderchirurgie,43.0,137.0,180.0,Alle
2021-08,23.0,ALL,Aug.21,"FA für Mund., Kiefer- und Gesichtschirurgie",334.0,121.0,455.0,Alle
2021-08,24.0,ALL,Aug.21,FA für Nuklearmedizin,499.0,346.0,845.0,Alle
2021-08,26.0,ALL,Aug.21,FA für Strahlentherapie - Radioonkologie,11.0,6.0,17.0,Alle
2021-08,29.0,ALL,Aug.21,FA für Immunologie,4.0,10.0,14.0,Alle
2021-08,32.0,ALL,Aug.21,FA für Kinder- und Jugendpsychiatrie,298.0,223.0,521.0,Alle
2021-08,34.0,ALL,Aug.21,FA für medizinische Biologie,,,,Alle
2021-08,50.0,ALL,Aug.21,FA für medizinische und chemische Labordiagnostik,98.0,151.0,249.0,Alle
2021-08,53.0,ALL,Aug.21,FA für Pathologie und Histologie,16.0,17.0,33.0,Alle
2021-08,55.0,ALL,Aug.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,16.0,12.0,28.0,Alle
2021-08,,ALL,Aug.21,Gesamt,177685.0,100045.0,277730.0,Alle
2021-09,5.0,ALL,Sep.21,FA für Haut- und Geschlechtskrankheiten,17696.0,8611.0,26307.0,Alle
2021-09,6.0,ALL,Sep.21,FA für Frauenheilkunde und Geburtshilfe,35385.0,17229.0,52614.0,Alle
2021-09,7.0,ALL,Sep.21,FA für Innere Medizin,19401.0,6721.0,26122.0,Alle
2021-09,8.0,ALL,Sep.21,FA für Kinder- und Jugendheilkunde,9898.0,11940.0,21838.0,Alle
2021-09,9.0,ALL,Sep.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4267.0,2572.0,6839.0,Alle
2021-09,10.0,ALL,Sep.21,FA für Lungenkrankheiten,665.0,706.0,1371.0,Alle
2021-09,11.0,ALL,Sep.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,5375.0,1902.0,7277.0,Alle
2021-09,12.0,ALL,Sep.21,FA für Orthopädie und orthopädische Chirurgie,13287.0,5740.0,19027.0,Alle
2021-09,13.0,ALL,Sep.21,FA für Physikalische Medizin,520.0,373.0,893.0,Alle
2021-09,14.0,ALL,Sep.21,FA für Radiologie,1276.0,692.0,1968.0,Alle
2021-09,15.0,ALL,Sep.21,FA für Unfallchirurgie,3572.0,1993.0,5565.0,Alle
2021-09,16.0,ALL,Sep.21,FA für Urologie,5189.0,1721.0,6910.0,Alle
2021-09,18.0,ALL,Sep.21,FA für Neurochirurgie,807.0,328.0,1135.0,Alle
2021-09,19.0,ALL,Sep.21,FA für Neurologie,4348.0,1499.0,5847.0,Alle
2021-09,20.0,ALL,Sep.21,FA für Psychiatrie,4659.0,2750.0,7409.0,Alle
2021-09,21.0,ALL,Sep.21,FA für Plastische Chirurgie,257.0,176.0,433.0,Alle
2021-09,22.0,ALL,Sep.21,FA für Kinderchirurgie,47.0,139.0,186.0,Alle
2021-09,23.0,ALL,Sep.21,"FA für Mund., Kiefer- und Gesichtschirurgie",330.0,100.0,430.0,Alle
2021-09,24.0,ALL,Sep.21,FA für Nuklearmedizin,573.0,382.0,955.0,Alle
2021-09,26.0,ALL,Sep.21,FA für Strahlentherapie - Radioonkologie,11.0,3.0,14.0,Alle
2021-09,29.0,ALL,Sep.21,FA für Immunologie,4.0,10.0,14.0,Alle
2021-09,32.0,ALL,Sep.21,FA für Kinder- und Jugendpsychiatrie,389.0,167.0,556.0,Alle
2021-09,34.0,ALL,Sep.21,FA für medizinische Biologie,,,,Alle
2021-09,50.0,ALL,Sep.21,FA für medizinische und chemische Labordiagnostik,108.0,114.0,222.0,Alle
2021-09,53.0,ALL,Sep.21,FA für Pathologie und Histologie,15.0,17.0,32.0,Alle
2021-09,55.0,ALL,Sep.21,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,25.0,15.0,40.0,Alle
2021-09,,ALL,Sep.21,Gesamt,196192.0,103169.0,299361.0,Alle
2021-10,5.0,ALL,Okt.21,FA für Haut- und Geschlechtskrankheiten,17979.0,9458.0,27437.0,Alle
2021-10,6.0,ALL,Okt.21,FA für Frauenheilkunde und Geburtshilfe,39138.0,18318.0,57456.0,Alle
2021-10,7.0,ALL,Okt.21,FA für Innere Medizin,20021.0,7581.0,27602.0,Alle
2021-10,8.0,ALL,Okt.21,FA für Kinder- und Jugendheilkunde,10199.0,13744.0,23943.0,Alle
2021-10,9.0,ALL,Okt.21,"FA für Hals-, Nasen- und Ohrenerkrankungen",4623.0,2777.0,7400.0,Alle
2021-10,10.0,ALL,Okt.21,FA für Lungenkrankheiten,711.0,754.0,1465.0,Alle
2021-10,11.0,ALL,Okt.21,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3746.0,2378.0,6124.0,Alle
2021-10,12.0,ALL,Okt.21,FA für Orthopädie und orthopädische Chirurgie,14276.0,6374.0,20650.0,Alle
2021-10,13.0,ALL,Okt.21,FA für Physikalische Medizin,419.0,508.0,927.0,Alle
2021-10,14.0,ALL,Okt.21,FA für Radiologie,1570.0,657.0,2227.0,Alle
2021-10,15.0,ALL,Okt.21,FA für Unfallchirurgie,4061.0,2099.0,6160.0,Alle
2021-10,16.0,ALL,Okt.21,FA für Urologie,5142.0,1885.0,7027.0,Alle
2021-10,18.0,ALL,Okt.21,FA für Neurochirurgie,800.0,269.0,1069.0,Alle
2021-10,19.0,ALL,Okt.21,FA für Neurologie,8913.0,1762.0,10675.0,Alle
2021-10,20.0,ALL,Okt.21,FA für Psychiatrie,4124.0,3373.0,7497.0,Alle
2021-10,21.0,ALL,Okt.21,FA für Plastische Chirurgie,238.0,192.0,430.0,Alle
2021-10,22.0,ALL,Okt.21,FA für Kinderchirurgie,41.0,130.0,171.0,Alle
2021-10,23.0,ALL,Okt.21,"FA für Mund., Kiefer- und Gesichtschirurgie",360.0,154.0,514.0,Alle
2021-10,24.0,ALL,Okt.21,FA für Nuklearmedizin,638.0,319.0,957.0,Alle
2021-10,26.0,ALL,Okt.21,FA für Strahlentherapie - Radioonkologie,14.0,6.0,20.0,Alle
2021-10,29.0,ALL,Okt.21,FA für Immunologie,10.0,15.0,25.0,Alle
